 id  |   genome   |      v1 - v2      | fragment1 - fragment2 |    repeat1 - repeat2    |  cc_id  | s_edge | repeat_guidance | MC 
249  |    dog     |  41376t - 22899h  |     26_56 - 26_57     |   L1_Cf(t) - L1_Cf(h)   |  12361  |  True  | L1_Cftou, L1_Cfhoi | dog 
250  |    dog     |    153t - 8000h   |     10_62 - 10_66     |   L1_Cf(t) - L1_Canis1(h) |  12443  |  True  | L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | dog 
251  |    dog     |  32081h - 19828t  |     31_21 - 31_22     |   L1_Cf(h) - L1_Cf(t)   |  12523  |  True  | L1_Cfhou, L1_Cftoi | dog 
252  |    dog     |  33641h - 18022h  |     38_24 - 38_25     |   L1_Cf(t) - L1_Cf(h)   |  12623  |  True  | L1_Cftou, L1_Cfhoi | dog 
253  |    dog     |  12803h - 4507h   |      1_65 - 1_76      |   L1_Cf(h) - L1_Cf(h)   |  12697  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
254  |    dog     |  26189h - 1484t   |      37_3 - 37_12     | L1_Canis1(t) - L1_Canis1(h) |  13007  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
255  |    dog     |  17630h - 7941h   |      4_22 - 4_24      | L1_Canis1(h) - L1_Cf(t)   |  13035  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Cfhou, L1_Cftoi | dog 
256  |    dog     |   6867h - 8263t   |    -21_44 - -21_43    |   L1_Cf(t) - L1_Cf(h)   |  13147  |  True  | L1_Cftou, L1_Cfhoi | dog 
257  |    dog     |   9545h - 11258t  |    -11_55 - -11_54    | L1_Canis1(h) - L1_Canis1(t) |  13436  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
258  |    dog     |  12178t - 37385t  |     8_109 - 8_110     |   L1_Cf(h) - L1_Cf(t)   |  13798  |  True  | L1_Cfhou, L1_Cftoi | dog 
259  |    dog     |  20228h - 14599h  |     -37_3 - -37_2     |   L1_Cf(h) - L1_Cf(t)   |  13816  |  True  | L1_Cfhou, L1_Cftoi | dog 
260  |    dog     |   5987t - 15608h  |     15_68 - 15_69     | L1_Canis1(t) - L1_Canis1(h) |  14173  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
261  |    dog     |   4313t - 22330h  |     29_46 - 29_51     |   L1_Cf(h) - L1_Canis1(h) |  14251  |  True  | L1_Cfhou, L1_Cftoi, L1_Canis1tou, L1_Canis1hoi | dog 
262  |    dog     |  41135t - 28281h  |     31_17 - 31_18     |   L1_Cf(t) - L1_Cf(h)   |  14284  |  True  | L1_Cftou, L1_Cfhoi | dog 
263  |    dog     |  15790h - 21118t  |    -33_33 - -33_32    |   L1_Cf(h) - L1_Cf(t)   |  14457  |  True  | L1_Cfhou, L1_Cftoi | dog 
264  |    dog     |  22036h - 25485h  |     -5_72 - -5_71     | L1_Canis1(h) - L1_Canis1(t) |  14481  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
265  |    dog     |  25973h - 13267h  |      8_96 - 8_97      |   L1_Cf(t) - L1_Cf(h)   |  14504  |  True  | L1_Cftou, L1_Cfhoi | dog 
266  |    dog     |  12623t - 14240t  |     14_38 - 14_41     | L1_Canis1(h) - L1_Cf(t)   |  14537  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Cfhou, L1_Cftoi | dog 
267  |    dog     |   8120t - 818h    |     20_31 - 20_33     |   L1_Cf(t) - L1_Cf(t)   |  14785  |  True  | L1_Cftou, L1_Cfhoi, L1_Cfhou, L1_Cftoi | dog 
268  |    dog     |   5670h - 7864t   |    -10_48 - -10_47    | L1_Canis1(t) - L1_Canis1(h) |  14892  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
269  |    dog     |  15720h - 3111h   |     18_30 - 18_32     |   L1_Cf(h) - L1_Cf(h)   |  14895  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
270  |    dog     |  58302h - 13840h  |    -1_121 - -1_117    |   L1_Cf(t) - L1_Canis1(h) |  15059  |  True  | L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | dog 
271  |    dog     |   6164h - 15706t  |    -25_43 - -15_82    |   L1_Cf(h) - L1_Canis1(h) |  15208  |  True  | L1_Cfhou, L1_Cftoi, L1_Canis1tou, L1_Canis1hoi | dog 
272  |    dog     |  21438h - 1306h   |    -28_15 - -28_14    | L1_Canis1(h) - L1_Canis1(t) |  15359  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
273  |    dog     |   9964t - 7961t   |     30_29 - 30_30     | L1_Canis1(t) - L1_Canis1(h) |  15542  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
274  |    dog     |   4931h - 17278t  |    -4_117 - -4_114    |   L1_Cf(h) - L1_Cf(h)   |  15957  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
275  |    dog     |  12137h - 7416t   |      5_66 - 5_67      |   L1_Cf(h) - L1_Cf(t)   |  15994  |  True  | L1_Cfhou, L1_Cftoi | dog 
276  |    dog     |  19171t - 14762t  |      2_47 - 2_48      |   L1_Cf(t) - L1_Cf(h)   |  16046  |  True  | L1_Cftou, L1_Cfhoi | dog 
277  |    dog     |  19130h - 13456t  |     -8_75 - -8_73     |   L1_Cf(t) - L1_Cf(h)   |  16070  |  True  | L1_Cftou, L1_Cfhoi | dog 
278  |    dog     |  19536h - 11050h  |     -2_52 - -2_50     |   L1_Cf(h) - L1_Cf(t)   |  16175  |  True  | L1_Cfhou, L1_Cftoi | dog 
279  |    dog     |  25912t - 29019h  |     32_47 - 32_51     | L1_Canis1(h) - L1_Canis1(t) |  16684  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
280  |    dog     |  19585t - 29716t  |     -5_62 - -5_61     | L1_Canis1(h) - L1_Canis1(t) |  16848  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
281  |    dog     |  26658h - 11442t  |    -25_20 - -25_15    |   L1_Cf(t) - L1_Canis1(h) |  16912  |  True  | L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | dog 
282  |    dog     |  13517h - 1991h   |     34_25 - 34_26     |   L1_Cf(h) - L1_Cf(t)   |  17081  |  True  | L1_Cfhou, L1_Cftoi | dog 
283  |    dog     |  31022t - 4176h   |     X_402 - X_410     |   L1_Cf(h) - L1_Cf(h)   |  17257  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
284  |    dog     |   8825t - 43616t  |    -1_145 - -1_143    |   L1_Cf(t) - L1_Cf(h)   |  17320  |  True  | L1_Cftou, L1_Cfhoi | dog 
285  |    dog     |   4723h - 4222h   |     12_28 - 12_35     | L1_Canis1(t) - L1_Canis1(t) |  17359  |  True  | L1_Canis1tou, L1_Canis1hoi, L1_Canis1hou, L1_Canis1toi | dog 
286  |    dog     |  41031t - 34561t  |     25_35 - 25_37     |   L1_Cf(h) - L1_Canis1(t) |  17509  |  True  | L1_Cfhou, L1_Cftoi, L1_Canis1hou, L1_Canis1toi | dog 
287  |    dog     |  10490t - 32641h  |      1_27 - -7_113    |   L1_Cf(t) - L1_Canis1(t) |  17796  |  True  | L1_Cftou, L1_Cfhoi, L1_Canis1hou, L1_Canis1toi | dog 
288  |    dog     |   5461t - 6841h   |      24_6 - 24_7      | L1_Canis1(t) - L1_Canis1(h) |  17894  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
289  |    dog     |  38392h - 20910h  |     -31_9 - -31_7     | L1_Canis1(h) - L1_Cf(t)   |  17970  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Cfhou, L1_Cftoi | dog 
290  |    dog     |  27224t - 8720h   |      5_12 - 5_13      | L1_Canis1(t) - L1_Canis1(h) |  18101  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
291  |    dog     |  22330t - 35398h  |     29_51 - 29_54     |   L1_Cf(t) - L1_Cf(t)   |  18102  |  True  | L1_Cftou, L1_Cfhoi, L1_Cfhou, L1_Cftoi | dog 
292  |    dog     |  16747h - 1027h   |    -32_47 - -32_46    | L1_Canis1(h) - L1_Canis1(t) |  18240  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
293  |    dog     |  48761t - 26097t  |    -28_40 - -28_39    |   L1_Cf(t) - L1_Cf(h)   |  19132  |  True  | L1_Cftou, L1_Cfhoi | dog 
294  |    dog     |  27795h - 8571t   |    -36_19 - -36_18    | L1_Canis1(h) - L1_Canis1(t) |  19182  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
295  |    dog     |   6371h - 98t     |     19_35 - -32_70    |   L1_Cf(h) - L1_Canis1(t) |  19358  |  True  | L1_Cfhou, L1_Cftoi, L1_Canis1hou, L1_Canis1toi | dog 
296  |    dog     |  20857t - 21633t  |     -8_81 - -8_78     |   L1_Cf(t) - L1_Cf(h)   |  19435  |  True  | L1_Cftou, L1_Cfhoi | dog 
297  |    dog     |   8449h - 5655t   |      26_8 - 26_9      | L1_Canis1(h) - L1_Canis1(t) |  19451  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
298  |    dog     |  14062h - 23698t  |     -2_56 - -11_58    |   L1_Cf(h) - L1_Cf(h)   |  19877  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
299  |    dog     |   9196h - 2332h   |     25_61 - 25_62     |   L1_Cf(t) - L1_Cf(h)   |  19933  |  True  | L1_Cftou, L1_Cfhoi | dog 
300  |    dog     |  23253h - 12877h  |     31_26 - 31_27     |   L1_Cf(h) - L1_Cf(t)   |  19990  |  True  | L1_Cfhou, L1_Cftoi | dog 
301  |    dog     |    257t - 15505h  |    -12_28 - -12_26    |   L1_Cf(h) - L1_Canis1(h) |  20217  |  True  | L1_Cfhou, L1_Cftoi, L1_Canis1tou, L1_Canis1hoi | dog 
302  |    dog     |   5824h - 21053t  |    -14_79 - -14_76    |   L1_Cf(t) - L1_Canis1(h) |  20791  |  True  | L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | dog 
303  |    dog     |  13320t - 26861t  |     -X_14 - -X_13     |   L1_Cf(t) - L1_Cf(h)   |  20813  |  True  | L1_Cftou, L1_Cfhoi | dog 
304  |    dog     |   8472t - 48176t  |    -10_45 - -10_44    |   L1_Cf(t) - L1_Cf(h)   |  20961  |  True  | L1_Cftou, L1_Cfhoi | dog 
305  |    dog     |   2332t - 9558h   |     25_62 - 25_63     | L1_Canis1(h) - L1_Canis1(t) |  21179  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
306  |    dog     |   5368t - 15697t  |     -7_39 - -7_35     | L1_Canis1(t) - L1_Canis1(h) |  21425  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
307  |    dog     |  17377h - 37663t  |    -12_14 - -12_8     | L1_Canis1(h) - L1_Cf(t)   |  21683  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Cfhou, L1_Cftoi | dog 
308  |    dog     |  22231h - 13442t  |    -17_54 - -17_52    |   L1_Cf(t) - L1_Cf(t)   |  22540  |  True  | L1_Cftou, L1_Cfhoi, L1_Cfhou, L1_Cftoi | dog 
309  |    dog     |   3253t - 12954t  |    -4_125 - -4_120    |   L1_Cf(h) - L1_Cf(h)   |  22689  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
310  |    dog     |   6306h - 24978t  |    -23_46 - -23_44    |   L1_Cf(t) - L1_Cf(h)   |  22941  |  True  | L1_Cftou, L1_Cfhoi | dog 
311  |    dog     |   1756t - 8406h   |    -23_56 - -23_54    | L1_Canis1(t) - L1_Cf(t)   |  23075  |  True  | L1_Canis1tou, L1_Canis1hoi, L1_Cfhou, L1_Cftoi | dog 
312  |    dog     |  13788t - 9521h   |     25_59 - 25_61     |   L1_Cf(h) - L1_Cf(t)   |  23116  |  True  | L1_Cfhou, L1_Cftoi | dog 
313  |    dog     |  23424t - 4686h   |      4_51 - 4_52      |   L1_Cf(t) - L1_Cf(h)   |  23635  |  True  | L1_Cftou, L1_Cfhoi | dog 
314  |    dog     |  41135h - 16796t  |    -31_17 - -31_16    |   L1_Cf(t) - L1_Cf(h)   |  23745  |  True  | L1_Cftou, L1_Cfhoi | dog 
315  |    dog     |  19496h - 11233t  |     19_78 - 19_79     | L1_Canis1(h) - L1_Canis1(t) |  23748  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
316  |    dog     |  15670t - 3041t   |    -28_35 - -28_33    |   L1_Cf(t) - L1_Cf(h)   |  24604  |  True  | L1_Cftou, L1_Cfhoi | dog 
317  |    dog     |  36295h - 5597t   |     15_15 - 15_17     |   L1_Cf(h) - L1_Cf(t)   |  24799  |  True  | L1_Cfhou, L1_Cftoi | dog 
318  |    dog     |   3643t - 669t    |     19_34 - 19_35     |   L1_Cf(t) - L1_Cf(h)   |  25833  |  True  | L1_Cftou, L1_Cfhoi | dog 
319  |    dog     |  28088t - 1875t   |     X_111 - X_113     |   L1_Cf(h) - L1_Cf(h)   |  26077  |  True  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
320  |    dog     |  11061t - 10091t  |    -14_48 - -14_47    |   L1_Cf(t) - L1_Cf(h)   |  26164  |  True  | L1_Cftou, L1_Cfhoi | dog 
321  |    dog     |   4531h - 644t    |    -12_74 - -12_73    |   L1_Cf(h) - L1_Cf(t)   |  26829  |  True  | L1_Cfhou, L1_Cftoi | dog 
322  |    dog     |   6461t - 4127h   |      3_11 - 3_12      | L1_Canis1(h) - L1_Canis1(t) |  26932  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
323  |    dog     |  33355t - 30540h  |      2_49 - 2_50      |   L1_Cf(h) - L1_Cf(t)   |  27089  |  True  | L1_Cfhou, L1_Cftoi | dog 
324  |    dog     |  20857h - 13111h  |      8_81 - 8_85      | L1_Canis1(h) - L1_Canis1(h) |  27234  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
325  |    dog     |  31794h - 24575t  |   -11_101 - -11_99    |   L1_Cf(t) - L1_Canis1(h) |  28109  |  True  | L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | dog 
326  |    dog     |  12633h - 16565t  |     1_107 - 1_108     | L1_Canis1(h) - L1_Canis1(t) |  29899  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
327  |    dog     |  52391t - 2421t   |     -8_77 - 1_24      | L1_Canis1(h) - L1_Cf(h)   |  30452  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Cftou, L1_Cfhoi | dog 
328  |    dog     |  30590h - 9871t   |      2_85 - 2_86      | L1_Canis1(t) - L1_Canis1(h) |  32384  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
329  |    dog     |  19429h - 25433h  |     18_22 - 18_23     | L1_Canis1(t) - L1_Canis1(h) |  32980  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
330  |    dog     |  17555h - 10216t  |     -2_64 - -2_62     | L1_Canis1(h) - L1_Canis1(h) |  35414  |  True  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
331  |    dog     |   4938h - 22566h  |     27_30 - 27_31     | L1_Canis1(h) - L1_Canis1(t) |  35632  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
332  |    dog     |  11725h - 12284h  |     12_75 - 12_76     |   L1_Cf(t) - L1_Cf(h)   |  35729  |  True  | L1_Cftou, L1_Cfhoi | dog 
333  |    dog     |  25039h - 3493t   |    -24_26 - -24_25    |   L1_Cf(h) - L1_Cf(t)   |  41376  |  True  | L1_Cfhou, L1_Cftoi | dog 
334  |    dog     |   9727h - 13442h  |     17_51 - 17_52     | L1_Canis1(t) - L1_Canis1(h) |  42173  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
335  |    dog     |  19081t - 16443h  |     -8_56 - -8_55     |   L1_Cf(h) - L1_Cf(t)   |  47420  |  True  | L1_Cfhou, L1_Cftoi | dog 
336  |    dog     |  17713t - 7890h   |     21_42 - 21_43     | L1_Canis1(h) - L1_Canis1(t) |  51890  |  True  | L1_Canis1hou, L1_Canis1toi | dog 
337  |    dog     |  13788h - 719h    |    -25_59 - -25_58    | L1_Canis1(t) - L1_Canis1(h) |  56321  |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
338  |    cat     |   6346t - 4670t   |      X_20 - X_24      |   L1_Fc(h) - L1_Fc(t)   |   519   | False  | L1_Fchou, L1_Fctoi | cat, dog 
339  |    dog     |   6346t - 4670t   |     X_201 - X_246     | L1_Canis1(t) - L1_Canis1(h) |   519   | False  | L1_Canis1tou, L1_Canis1hoi | cat, dog 
340  |    cat     |  15974h - 10662t  |     C1_10 - -B2_15    |       None - None       |  1130   | False  | Noneou, Noneoi | cat, dog 
341  |    dog     |  15974h - 10662t  |     25_75 - -12_102   |       None - None       |  1130   | False  | Noneou, Noneoi | cat, dog 
342  |    cat     |  20036h - 17022h  |      A1_6 - A1_7      |   L1_Fc(t) - L1_Fc(h)   |  2589   | False  | L1_Fctou, L1_Fchoi | cat, dog 
343  |    dog     |  20036h - 17022h  |     11_50 - 11_54     | L1_Carn5(h) - L1_Canis1(h) |  2589   | False  | L1_Carn5hou, L1_Carn5toi, L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | cat, dog 
344  |    cat     |  28834h - 4334t   |      A1_8 - A1_9      | L1-2_Fc(t) - L1-2_Fc(h) |  2727   | False  | L1-2_Fctou, L1-2_Fchoi | cat, dog 
345  |    dog     |  28834h - 4334t   |      2_89 - 2_92      |   L1_Cf(h) - L1_Canis1(t) |  2727   | False  | L1_Cfhou, L1_Cftoi, L1_Canis1hou, L1_Canis1toi | cat, dog 
346  |    cat     |  62630h - 17720h  |     -C2_4 - -C2_3     | L1-2_Fc(t) - L1-2_Fc(h) |   153   | False  | L1-2_Fctou, L1-2_Fchoi | cat 
347  |    cat     |   7374h - 53106h  |      X_17 - X_19      | L1-2_Fc(h) - L1_Fc(t)   |   417   | False  | L1-2_Fchou, L1-2_Fctoi, L1_Fchou, L1_Fctoi | cat 
348  |    cat     |  15128t - 25912t  |     -B1_6 - B1_4      | L1-2_Fc(h) - L1_Fc(t)   |   739   | False  | L1-2_Fchou, L1-2_Fctoi, L1_Fchou, L1_Fctoi | cat 
349  |    cat     |  28201h - 5615t   |     -B2_4 - -B2_3     | L1_Carn1(h) - L1_Carn1(t) |  1020   | False  | L1_Carn1hou, L1_Carn1toi | cat 
350  |    cat     |  45739h - 399t    |      C1_0 - C1_1      | L1_Carn1(t) - L1_Carn1(h) |  1327   | False  | L1_Carn1tou, L1_Carn1hoi | cat 
351  |    cat     |   3267h - 17570t  |     -A2_4 - -A2_3     |   L1_Fc(h) - L1_Fc(t)   |  1394   | False  | L1_Fchou, L1_Fctoi | cat 
352  |    cat     |   4181h - 4774h   |      B1_2 - B1_3      | L1_Carn1(h) - L1_Carn1(t) |  1832   | False  | L1_Carn1hou, L1_Carn1toi | cat 
353  |    cat     |   6138h - 6191h   |      A3_1 - A3_3      | L1-2_Fc(h) - L1_Fc(t)   |  3145   | False  | L1-2_Fchou, L1-2_Fctoi, L1_Fchou, L1_Fctoi | cat 
354  |    dog     |  50452t - 11101h  |     28_11 - 28_13     | L1_Canis1(t) - L1_Canis1(t) |    5    | False  | L1_Canis1tou, L1_Canis1hoi, L1_Canis1hou, L1_Canis1toi | dog 
355  |    dog     |     29h - 12251h  |     -17_3 - -17_2     |   L1_Cf(t) - L1_Cf(h)   |   22    |  True  | L1_Cftou, L1_Cfhoi | dog 
356  |    dog     |  10668t - 32554t  |      9_47 - 9_48      | L1_Canis1(t) - L1_Canis1(h) |   85    | False  | L1_Canis1tou, L1_Canis1hoi | dog 
357  |    dog     |  14625t - 22101t  |    -32_11 - 32_52     | L1_Canis1(h) - L1_Cf(h)   |   99    | False  | L1_Canis1hou, L1_Canis1toi, L1_Cftou, L1_Cfhoi | dog 
358  |    dog     |  12497t - 11110t  |    -18_72 - -14_88    |   L1_Cf(h) - L1_Cf(h)   |   132   | False  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
359  |    dog     |   3960h - 12440t  |       7_4 - 7_6       |   L1_Cf(t) - L1_Cf(h)   |   136   | False  | L1_Cftou, L1_Cfhoi | dog 
360  |    dog     |   2505t - 22746t  |    -16_18 - 16_8      | L1_Canis1(h) - L1_Canis1(h) |   163   | False  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
361  |    dog     |  16026h - 24281h  |      X_19 - -X_43     | L1_Canis1(h) - L1_Cf(h)   |   167   | False  | L1_Canis1hou, L1_Canis1toi, L1_Cftou, L1_Cfhoi | dog 
362  |    dog     |  12182h - 17346h  |    -33_10 - -33_9     | L1_Canis1(t) - L1_Canis1(h) |   177   | False  | L1_Canis1tou, L1_Canis1hoi | dog 
363  |    dog     |  13948h - 30288t  |    -21_73 - -21_62    |   L1_Cf(h) - L1_Cf(h)   |   190   | False  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
364  |    dog     |  14483h - 9571t   |     12_80 - 12_86     | L1_Canis1(t) - L1_Cf(t)   |   222   | False  | L1_Canis1tou, L1_Canis1hoi, L1_Cfhou, L1_Cftoi | dog 
365  |    dog     |  24485h - 15949h  |     11_62 - 11_64     | L1_Canis1(t) - L1_Canis1(h) |   259   |  True  | L1_Canis1tou, L1_Canis1hoi | dog 
366  |    dog     |   3462t - 13290h  |     -1_80 - -12_101   |   L1_Cf(t) - L1_Cf(h)   |   260   | False  | L1_Cftou, L1_Cfhoi | dog 
367  |    dog     |   8599h - 9078t   |    -18_56 - -18_47    |   L1_Cf(t) - L1_Cf(h)   |   262   | False  | L1_Cftou, L1_Cfhoi | dog 
368  |    dog     |  24033t - 31932h  |     14_44 - 14_44     | L1_Canis1(h) - L1_Cf(h)   |   276   | False  | L1_Canis1hou, L1_Canis1toi, L1_Cftou, L1_Cfhoi | dog 
369  |    dog     |  58543t - 623t    |      36_3 - 36_5      |   L1_Cf(t) - L1_Canis1(t) |   283   | False  | L1_Cftou, L1_Cfhoi, L1_Canis1hou, L1_Canis1toi | dog 
370  |    dog     |   2570h - 22888t  |    -17_71 - 6_47      | L1_Canis1(h) - L1_Canis1(t) |   350   | False  | L1_Canis1hou, L1_Canis1toi | dog 
371  |    dog     |  21974t - 5422h   |    -34_34 - -34_33    |   L1_Cf(t) - L1_Cf(h)   |   353   |  True  | L1_Cftou, L1_Cfhoi | dog 
372  |    dog     |  26715h - 15399h  |    -15_18 - -15_17    | L1_Canis1(h) - L1_Canis1(t) |   451   |  True  | L1_Canis1hou, L1_Canis1toi | dog 
373  |    dog     |  10227h - 19948t  |      -7_2 - -38_2     |   L1_Cf(h) - L1_Canis1(h) |   470   |  True  | L1_Cfhou, L1_Cftoi, L1_Canis1tou, L1_Canis1hoi | dog 
374  |    dog     |   6456h - 19157t  |    -11_98 - -11_92    |   L1_Cf(h) - L1_Cf(h)   |   473   | False  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
375  |    dog     |   1045h - 10276t  |     14_46 - 14_47     |   L1_Cf(t) - L1_Cf(h)   |   481   | False  | L1_Cftou, L1_Cfhoi | dog 
376  |    dog     |    180h - 6779h   |     -5_44 - -5_43     |   L1_Cf(h) - L1_Cf(t)   |   500   | False  | L1_Cfhou, L1_Cftoi | dog 
377  |    dog     |  32635h - 30125t  |     10_13 - 10_14     |   L1_Cf(t) - L1_Cf(h)   |   520   | False  | L1_Cftou, L1_Cfhoi | dog 
378  |    dog     |   3377t - 13t     |      4_33 - -X_9      | L1_Canis1(h) - L1_Canis1(h) |   557   | False  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
379  |    dog     |  26301h - 40096t  |     26_13 - 26_14     |   L1_Cf(h) - L1_Cf(t)   |   567   | False  | L1_Cfhou, L1_Cftoi | dog 
380  |    dog     |  24401h - 17278h  |     4_101 - 4_114     |   L1_Cf(h) - L1_Cf(h)   |   595   | False  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
381  |    dog     |  20260t - 8473t   |    -X_139 - -X_138    | L1_Canis1(h) - L1_Canis1(t) |   618   | False  | L1_Canis1hou, L1_Canis1toi | dog 
382  |    dog     |   9807h - 4790t   |    -20_29 - -20_20    | L1_Canis1(t) - L1_Cf(t)   |   620   | False  | L1_Canis1tou, L1_Canis1hoi, L1_Cfhou, L1_Cftoi | dog 
383  |    dog     |   4043h - 23268h  |    -19_25 - -19_4     |   L1_Cf(h) - L1_Cf(h)   |   634   | False  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
384  |    dog     |   5058t - 45895t  |    -1_117 - -1_115    | L1_Canis1(t) - L1_Canis1(t) |   676   | False  | L1_Canis1tou, L1_Canis1hoi, L1_Canis1hou, L1_Canis1toi | dog 
385  |    dog     |  14458h - 20922h  |    -19_91 - -19_88    | L1_Canis1(h) - L1_Canis1(h) |   694   | False  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
386  |    dog     |  19044t - 35653h  |      7_15 - 7_17      |   L1_Cf(t) - L1_Canis1(h) |   710   | False  | L1_Cftou, L1_Cfhoi, L1_Canis1tou, L1_Canis1hoi | dog 
387  |    dog     |  32635t - 30059h  |    -10_13 - -10_2     | L1_Canis1(t) - L1_Cf(h)   |   724   | False  | L1_Canis1tou, L1_Canis1hoi, L1_Cftou, L1_Cfhoi | dog 
388  |    dog     |  33345h - 24075h  |     -1_23 - -1_6      | L1_Canis1(h) - L1_Canis1(h) |   727   | False  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
389  |    dog     |  20280t - 14036t  |     32_53 - 32_69     | L1_Canis1(t) - L1_Cf(t)   |   781   | False  | L1_Canis1tou, L1_Canis1hoi, L1_Cfhou, L1_Cftoi | dog 
390  |    dog     |  15560t - 6731t   |    -21_14 - -5_36     |   L1_Cf(t) - L1_Canis1(t) |   784   | False  | L1_Cftou, L1_Cfhoi, L1_Canis1hou, L1_Canis1toi | dog 
391  |    dog     |  28237t - 2662h   |      5_68 - 5_71      | L1_Canis1(t) - L1_Canis1(h) |   786   | False  | L1_Canis1tou, L1_Canis1hoi | dog 
392  |    dog     |   1431h - 18424h  |     -38_5 - -7_1      |   L1_Cf(h) - L1_Cf(t)   |   823   |  True  | L1_Cfhou, L1_Cftoi | dog 
393  |    dog     |   2139t - 20941h  |      3_37 - 3_38      |   L1_Cf(h) - L1_Cf(t)   |   830   | False  | L1_Cfhou, L1_Cftoi | dog 
394  |    dog     |  27937h - 56h     |    -31_12 - -31_9     | L1_Canis1(t) - L1_Canis1(t) |   884   | False  | L1_Canis1tou, L1_Canis1hoi, L1_Canis1hou, L1_Canis1toi | dog 
395  |    dog     |  20930h - 20621t  |     -6_21 - -6_19     | L1_Canis1(t) - L1_Cf(h)   |  1024   |  True  | L1_Canis1tou, L1_Canis1hoi, L1_Cftou, L1_Cfhoi | dog 
396  |    dog     |  20186t - 26734h  |     19_27 - 19_34     |   L1_Cf(h) - L1_Cf(t)   |  1074   | False  | L1_Cfhou, L1_Cftoi | dog 
397  |    dog     |  32355t - 8302h   |      2_25 - 2_44      | L1_Canis1(h) - L1_Canis1(h) |  1076   | False  | L1_Canis1hou, L1_Canis1toi, L1_Canis1tou, L1_Canis1hoi | dog 
398  |    dog     |  42975h - 20867h  |       7_9 - 7_11      |   L1_Cf(h) - L1_Cf(h)   |  1091   | False  | L1_Cfhou, L1_Cftoi, L1_Cftou, L1_Cfhoi | dog 
