 id  |   genome   |      v1 - v2      | fragment1 - fragment2 |    repeat1 - repeat2    |  cc_id  | s_edge | repeat_guidance | MC 
 50  | chimpanzee |  23698h - 25651h  |    -5_233 - -5_232    |   L1PA4(t) - L1PA4(h)   |  1057   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
 51  | chimpanzee |  43756t - 24978h  |     3_214 - 3_215     |   L1PA4(t) - L1PA4(h)   |  1059   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
 52  | chimpanzee |  15608h - 5987t   |    -4_291 - -4_287    |   L1PA3(h) - L1PA3(h)   |  1093   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 53  | chimpanzee |  17278t - 4931h   |     5_113 - 5_116     |   L1PA3(h) - L1PA3(h)   |  1105   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 54  | chimpanzee |    117h - 7463h   |     1_182 - -1_218    |    L1Pt(t) - L1Pt(t)    |  1118   | False  | L1Pttou, L1Pthoi, L1Pthou, L1Pttoi | chimpanzee 
 55  | chimpanzee |   4959t - 26471t  |     12_71 - 4_57      |    L1P1(h) - L1P1(h)    |  1129   |  True  | L1P1hou, L1P1toi, L1P1tou, L1P1hoi | chimpanzee 
 56  | chimpanzee |  13012t - 14376h  |     8_121 - 8_124     |   L1PA3(t) - L1PA4(h)   |  1141   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 57  | chimpanzee |  23829h - 34878h  |    -11_45 - -11_43    |   L1PA2(h) - L1PA2(t)   |  1165   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 58  | chimpanzee |   4011t - 8107h   |    -20_39 - -20_31    |   L1PA3(h) - L1PA2(h)   |  1189   |  True  | L1PA3hou, L1PA3toi, L1PA2tou, L1PA2hoi | chimpanzee 
 59  | chimpanzee |   8745h - 27427h  |       X_9 - X_10      |    L1P1(t) - L1P1(h)    |  1200   |  True  | L1P1tou, L1P1hoi | chimpanzee 
 60  | chimpanzee |   4781t - 5187t   |    -11_53 - -11_52    |   L1PA3(h) - L1PA3(t)   |  1234   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 61  | chimpanzee |  11834h - 18574t  |     15_20 - 15_21     |   L1PA4(h) - L1PA4(t)   |  1252   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
 62  | chimpanzee |   6164h - 15706t  |    -4_331 - -4_318    |    L1Pt(h) - L1PA2(h)   |  1299   |  True  | L1Pthou, L1Pttoi, L1PA2tou, L1PA2hoi | chimpanzee 
 63  | chimpanzee |   2929h - 24222h  |      16_6 - 16_8      |   L1PA5(h) - L1Pt(h)    |  1303   |  True  | L1PA5hou, L1PA5toi, L1Pttou, L1Pthoi | chimpanzee 
 64  | chimpanzee |  17674t - 16991h  |      3_77 - 3_78      |   L1PA3(h) - L1PA3(t)   |  1350   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 65  | chimpanzee |   7068h - 16827h  |    -1_182 - -1_176    |   L1PA4(h) - L1PA2(h)   |  1357   |  True  | L1PA4hou, L1PA4toi, L1PA2tou, L1PA2hoi | chimpanzee 
 66  | chimpanzee |    153h - 10930t  |    -2A_64 - -2A_63    |   L1PA3(t) - L1PA3(h)   |  1402   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 67  | chimpanzee |   6306t - 25522t  |     3_215 - 3_221     |   L1PA2(h) - L1PA2(t)   |  1447   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 68  | chimpanzee |  18355t - 509h    |     -7_63 - -7_60     |   L1PA3(h) - L1PA3(t)   |  1482   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 69  | chimpanzee |  18667h - 4749t   |     7_314 - 7_315     |   L1PA3(h) - L1PA3(t)   |  1494   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 70  | chimpanzee |  16398t - 7331h   |    -7_227 - -7_226    |   L1PA4(h) - L1PA4(t)   |  1520   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
 71  | chimpanzee |  40076h - 13554t  |    -4_142 - -4_137    |   L1PA3(h) - L1PA3(t)   |  1526   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 72  | chimpanzee |   9775h - 10617t  |     20_23 - 20_24     |   L1PA3(h) - L1PA3(t)   |  1527   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 73  | chimpanzee |   4774t - 25260h  |    -4_277 - -4_275    |   L1PA4(h) - L1PA3(t)   |  1533   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
 74  | chimpanzee |  25845t - 5758t   |     6_183 - 6_185     |    L1P1(h) - L1Pt(t)    |  1538   |  True  | L1P1hou, L1P1toi, L1Pthou, L1Pttoi | chimpanzee 
 75  | chimpanzee |  14609h - 5758h   |    -6_186 - -6_185    |    L1Pt(t) - L1Pt(h)    |  1615   |  True  | L1Pttou, L1Pthoi | chimpanzee 
 76  | chimpanzee |  32635t - 30059h  |     12_23 - 12_37     |   L1PA3(t) - L1PA3(h)   |  1660   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 77  | chimpanzee |  22406h - 23959h  |     13_89 - 13_94     |    L1Pt(h) - L1PA5(t)   |  1703   |  True  | L1Pthou, L1Pttoi, L1PA5hou, L1PA5toi | chimpanzee 
 78  | chimpanzee |   8087h - 27427t  |     -X_13 - -X_10     |   L1PA3(h) - L1Pt(h)    |  1796   |  True  | L1PA3hou, L1PA3toi, L1Pttou, L1Pthoi | chimpanzee 
 79  | chimpanzee |  10063t - 815t    |    -9_110 - -9_109    |   L1PA3(t) - L1PA3(h)   |  1804   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 80  | chimpanzee |  19142h - 23973t  |    -6_213 - -6_212    |   L1PA3(h) - L1PA3(t)   |  1833   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 81  | chimpanzee |  11066h - 7933h   |   -2B_181 - -2B_172   |   L1PA4(h) - L1PA4(h)   |  1849   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
 82  | chimpanzee |  24951h - 11233h  |    -2B_35 - -2B_34    |   L1PA3(h) - L1PA3(t)   |  1907   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 83  | chimpanzee |  26718t - 4879t   |     11_53 - 11_56     |   L1PA3(t) - L1PA5(t)   |  1909   |  True  | L1PA3tou, L1PA3hoi, L1PA5hou, L1PA5toi | chimpanzee 
 84  | chimpanzee |  11725t - 12728t  |    -6_109 - -6_108    |   L1PA2(t) - L1PA2(h)   |  1926   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
 85  | chimpanzee |  11662h - 15878t  |     2A_38 - 2A_43     |   L1PA3(t) - L1PA4(h)   |  1992   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 86  | chimpanzee |  12883h - 12617h  |    2B_160 - 2B_161    |   L1PA3(t) - L1PA3(h)   |  2035   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 87  | chimpanzee |  11896t - 2090h   |    -6_220 - -6_219    |   L1PA3(h) - L1PA3(t)   |  2039   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 88  | chimpanzee |   5281h - 18094t  |    -2B_10 - -2B_9     |    L1Pt(t) - L1Pt(h)    |  2090   |  True  | L1Pttou, L1Pthoi | chimpanzee 
 89  | chimpanzee |   5874t - 14019h  |     5_242 - 5_244     |   L1PA3(t) - L1PA4(h)   |  2124   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 90  | chimpanzee |   3377t - 19556h  |     10_76 - 10_86     |   L1PA3(t) - L1PA4(h)   |  2154   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 91  | chimpanzee |   1995h - 20711t  |      12_3 - 12_4      |   L1PA2(h) - L1PA2(t)   |  2167   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 92  | chimpanzee |   4663h - 9994h   |    -8_165 - -8_160    |   L1PA2(h) - L1PA2(t)   |  2227   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 93  | chimpanzee |  11779h - 25317h  |     6_167 - 6_168     |   L1PA2(t) - L1PA2(h)   |  2281   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
 94  | chimpanzee |  16927t - 12958h  |    -3_226 - -3_224    |   L1PA3(t) - L1P1(t)    |  2400   |  True  | L1PA3tou, L1PA3hoi, L1P1hou, L1P1toi | chimpanzee 
 95  | chimpanzee |   2076h - 1946t   |    -3_232 - -3_226    |   L1PA3(h) - L1PA3(h)   |  2411   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 96  | chimpanzee |   1756h - 18642h  |     3_238 - 3_239     |   L1PA3(t) - L1PA3(h)   |  2424   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 97  | chimpanzee |   1875t - 28088t  |     -X_73 - -X_67     |   L1PA3(h) - L1PA3(t)   |  2436   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 98  | chimpanzee |  19781h - 3537t   |     X_176 - X_179     |   L1PA2(h) - L1PA3(h)   |  2440   |  True  | L1PA2hou, L1PA2toi, L1PA3tou, L1PA3hoi | chimpanzee 
 99  | chimpanzee |   1738t - 960h    |     2A_73 - 2A_74     |    L1Pt(h) - L1Pt(t)    |  2459   |  True  | L1Pthou, L1Pttoi | chimpanzee 
100  | chimpanzee |  20235t - 3687t   |      X_73 - X_83      |   L1PA2(h) - L1PA3(t)   |  2504   |  True  | L1PA2hou, L1PA2toi, L1PA3hou, L1PA3toi | chimpanzee 
101  | chimpanzee |  20445h - 7863h   |    11_139 - 11_142    |   L1PA3(t) - L1P1(t)    |  2509   |  True  | L1PA3tou, L1PA3hoi, L1P1hou, L1P1toi | chimpanzee 
102  | chimpanzee |   2706t - 22577t  |      7_37 - 7_39      |   L1PA2(t) - L1PA4(h)   |  2527   |  True  | L1PA2tou, L1PA2hoi, L1PA4tou, L1PA4hoi | chimpanzee 
103  | chimpanzee |  19695h - 7179t   |     6_216 - 6_219     |   L1PA3(h) - L1PA3(t)   |  2577   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
104  | chimpanzee |   2570t - 22888t  |     1_122 - 1_123     |   L1PA3(h) - L1PA3(t)   |  2597   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
105  | chimpanzee |   4270t - 4355t   |    -11_37 - -11_36    |   L1PA3(t) - L1PA3(h)   |  2632   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
106  | chimpanzee |  21244t - 4516h   |      -5_9 - -5_8      |   L1PA5(h) - L1PA5(t)   |  2636   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
107  | chimpanzee |   4181h - 4774h   |    -4_287 - -4_277    |   L1PA3(h) - L1PA3(t)   |  2698   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
108  | chimpanzee |    815h - 21599h  |    -9_109 - -9_108    |   L1PA3(t) - L1PA3(h)   |  2700   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
109  | chimpanzee |  10224t - 11291t  |     17_24 - 17_26     |   L1PA3(t) - L1PA3(h)   |  2726   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
110  | chimpanzee |   4359h - 11828h  |     1_226 - 1_227     |   L1PA3(h) - L1PA3(t)   |  2740   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
111  | chimpanzee |   2584h - 15958h  |    -10_16 - -10_15    |   L1PA4(h) - L1PA4(t)   |  2790   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
112  | chimpanzee |  18454h - 5558t   |     2B_10 - 2B_11     |   L1PA4(t) - L1PA4(h)   |  2802   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
113  | chimpanzee |  10979t - 17037h  |     6_137 - 6_147     |   L1PA3(h) - L1PA3(h)   |  2822   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
114  | chimpanzee |  28220h - 5787h   |    -13_87 - -13_86    |   L1PA5(t) - L1PA5(h)   |  2829   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
115  | chimpanzee |   8024h - 7265h   |     -1_47 - -1_46     |    L1P1(t) - L1P1(h)    |  2846   |  True  | L1P1tou, L1P1hoi | chimpanzee 
116  | chimpanzee |    307h - 17180t  |    -4_337 - -4_336    |   L1PA5(t) - L1PA5(h)   |  2848   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
117  | chimpanzee |  10811h - 12741t  |    -1_157 - -1_156    |   L1PA4(t) - L1PA4(h)   |  2849   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
118  | chimpanzee |   4531h - 644t    |    -6_108 - -6_103    |    L1Pt(h) - L1PA2(h)   |  2863   |  True  | L1Pthou, L1Pttoi, L1PA2tou, L1PA2hoi | chimpanzee 
119  | chimpanzee |   7616h - 13488t  |    -1_210 - -1_209    |    L1P1(t) - L1P1(h)    |  2867   |  True  | L1P1tou, L1P1hoi | chimpanzee 
120  | chimpanzee |  10659h - 870h    |    -3_100 - -3_97     |   L1PA3(h) - L1P1(t)    |  2899   |  True  | L1PA3hou, L1PA3toi, L1P1hou, L1P1toi | chimpanzee 
121  | chimpanzee |  16966h - 26658h  |    -13_12 - -13_10    |   L1PA4(t) - L1PA3(t)   |  2993   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
122  | chimpanzee |  30668h - 17837t  |     -7_24 - -7_21     |   L1PA2(h) - L1PA2(t)   |  3051   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
123  | chimpanzee |  12893t - 17595t  |    -5_187 - -5_186    |   L1PA3(t) - L1PA3(h)   |  3063   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
124  | chimpanzee |  19276h - 13831h  |     -7_84 - -7_82     |    L1Pt(h) - L1P1(t)    |  3088   |  True  | L1Pthou, L1Pttoi, L1P1hou, L1P1toi | chimpanzee 
125  | chimpanzee |  30668t - 34556t  |      7_24 - 7_25      |   L1PA3(h) - L1PA3(t)   |  3089   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
126  | chimpanzee |  35561h - 9976t   |     15_51 - 15_52     |   L1PA4(h) - L1PA4(t)   |  3092   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
127  | chimpanzee |  13238t - 29185h  |    11_148 - 11_152    |   L1PA3(h) - L1PA4(h)   |  3142   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
128  | chimpanzee |  23498t - 23607t  |    -7_289 - -7_284    |   L1PA2(h) - L1PA3(h)   |  3146   |  True  | L1PA2hou, L1PA2toi, L1PA3tou, L1PA3hoi | chimpanzee 
129  | chimpanzee |  17435h - 16879t  |      -5_6 - -5_2      |    L1Pt(h) - L1P1(h)    |  3163   |  True  | L1Pthou, L1Pttoi, L1P1tou, L1P1hoi | chimpanzee 
130  | chimpanzee |  13731t - 14374h  |     10_86 - 10_87     |    L1P1(t) - L1P1(h)    |  3174   |  True  | L1P1tou, L1P1hoi | chimpanzee 
131  | chimpanzee |  20065h - 30394h  |    -7_279 - -7_278    |   L1PA3(h) - L1PA3(t)   |  3191   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
132  | chimpanzee |  19404t - 7958t   |     6_177 - 6_179     |   L1PA3(t) - L1PA2(h)   |  3263   |  True  | L1PA3tou, L1PA3hoi, L1PA2tou, L1PA2hoi | chimpanzee 
133  | chimpanzee |  12244h - 5926t   |     -5_91 - -5_89     |   L1PA2(h) - L1PA3(t)   |  3367   |  True  | L1PA2hou, L1PA2toi, L1PA3hou, L1PA3toi | chimpanzee 
134  | chimpanzee |   9514h - 6915h   |     19_13 - 19_14     |   L1PA4(t) - L1PA4(h)   |  3378   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
135  | chimpanzee |   4473t - 21312h  |    -3_168 - -3_165    |   L1PA4(h) - L1PA3(t)   |  3492   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
136  | chimpanzee |   7903t - 30418h  |    -13_27 - -13_25    |   L1PA3(t) - L1PA3(h)   |  3496   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
137  | chimpanzee |   9777t - 5541t   |     19_12 - 19_13     |   L1PA4(h) - L1PA4(t)   |  3497   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
138  | chimpanzee |  13390h - 10511h  |     -7_78 - -7_77     |   L1PA3(t) - L1PA3(h)   |  3532   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
139  | chimpanzee |   6461t - 4127h   |    -5_164 - -5_158    |   L1PA2(h) - L1PA3(t)   |  3588   |  True  | L1PA2hou, L1PA2toi, L1PA3hou, L1PA3toi | chimpanzee 
140  | chimpanzee |   9871h - 5153h   |     -5_81 - -5_80     |   L1PA3(t) - L1PA3(h)   |  3589   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
141  | chimpanzee |  12411h - 4867h   |      6_32 - 6_33      |   L1PA4(h) - L1PA4(t)   |  3618   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
142  | chimpanzee |  17597t - 3555h   |      7_91 - 7_92      |   L1PA4(t) - L1PA4(h)   |  3620   | False  | L1PA4tou, L1PA4hoi | chimpanzee 
143  | chimpanzee |   2715h - 7140h   |    -5_207 - -5_204    |   L1PA2(t) - L1PA3(h)   |  3624   |  True  | L1PA2tou, L1PA2hoi, L1PA3tou, L1PA3hoi | chimpanzee 
144  | chimpanzee |  21227h - 16170t  |     2A_74 - 2A_82     |   L1PA3(h) - L1PA3(h)   |  3646   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
145  | chimpanzee |   6346h - 53106t  |    -X_129 - -X_128    |    L1Pt(t) - L1Pt(h)    |  3680   |  True  | L1Pttou, L1Pthoi | chimpanzee 
