 id  |   genome   |      v1 - v2      | fragment1 - fragment2 |    repeat1 - repeat2    |  cc_id  | s_edge | repeat_guidance | MC 
141  | chimpanzee |  38392t - 33241h  |      21_8 - 21_11     |   L1PA3(h) - L1PA8(t)   |  1904   |  True  | L1PA3hou, L1PA3toi, L1PA8hou, L1PA8toi | chimpanzee 
142  | chimpanzee |  27704h - 14501t  |    -4_703 - 4_705     |   L1PA3(h) - L1PA4(h)   |  1920   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
143  | chimpanzee |   4863h - 7864h   |    2A_261 - 2A_263    |   L1PA2(t) - L1PA3(h)   |  1926   |  True  | L1PA2tou, L1PA2hoi, L1PA3tou, L1PA3hoi | chimpanzee 
144  | chimpanzee |  10546t - 33556t  |   -11_454 - -11_453   |    L1P1(h) - L1P1(t)    |  1954   |  True  | L1P1hou, L1P1toi | chimpanzee 
145  | chimpanzee |  18556h - 10560t  |    -5_616 - -5_614    |   L1PA4(h) - L1PA5(t)   |  1965   |  True  | L1PA4hou, L1PA4toi, L1PA5hou, L1PA5toi | chimpanzee 
146  | chimpanzee |  26683h - 11103h  |     9_637 - 9_638     |   L1PA3(h) - L1PA3(t)   |  1966   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
147  | chimpanzee |  14750h - 25353h  |   -16_308 - -16_307   |   L1PA5(t) - L1PA5(h)   |  1989   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
148  | chimpanzee |  11291t - 10224t  |   -17_161 - -17_155   |   L1PA4(h) - L1PA3(h)   |  1996   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
149  | chimpanzee |  22769t - 9610t   |   -3_1384 - -3_1383   |    L1Pt(t) - L1Pt(h)    |  2000   |  True  | L1Pttou, L1Pthoi | chimpanzee 
150  | chimpanzee |  14240t - 12623t  |    -7_516 - -7_495    |   L1PA3(h) - L1PA4(h)   |  2001   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
151  | chimpanzee |  23034h - 33722h  |    2B_152 - 22_6      |   L1PA2(h) - L1Pt(h)    |  2020   |  True  | L1PA2hou, L1PA2toi, L1Pttou, L1Pthoi | chimpanzee 
152  | chimpanzee |  15903h - 11767t  |    18_171 - 18_174    |    L1Pt(h) - L1P1(h)    |  2054   |  True  | L1Pthou, L1Pttoi, L1P1tou, L1P1hoi | chimpanzee 
153  | chimpanzee |    307h - 17180t  |   -4_1448 - -4_1438   |   L1PA5(t) - L1PA4(h)   |  2056   |  True  | L1PA5tou, L1PA5hoi, L1PA4tou, L1PA4hoi | chimpanzee 
154  | chimpanzee |   8384h - 8205h   |    2A_372 - 2A_373    |   L1PA5(t) - L1PA5(h)   |  2060   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
155  | chimpanzee |  11476h - 12384h  |    12_419 - 12_420    |   L1PA4(t) - L1PA4(h)   |  2063   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
156  | chimpanzee |  36182h - 1477t   |    1_1201 - 1_1205    |    L1P1(h) - L1PA4(t)   |  2111   |  True  | L1P1hou, L1P1toi, L1PA4hou, L1PA4toi | chimpanzee 
157  | chimpanzee |   4086h - 11110h  |     7_672 - -7_676    |    L1Pt(h) - L1P1(h)    |  2115   |  True  | L1Pthou, L1Pttoi, L1P1tou, L1P1hoi | chimpanzee 
158  | chimpanzee |  12127h - 2630t   |   -15_286 - -15_284   |   L1PA3(h) - L1PA3(t)   |  2117   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
159  | chimpanzee |  14813t - 37518t  |    -17_42 - -17_40    |   L1PA3(h) - L1PA5(h)   |  2119   |  True  | L1PA3hou, L1PA3toi, L1PA5tou, L1PA5hoi | chimpanzee 
160  | chimpanzee |   9377t - 14387t  |    12_421 - 12_425    |   L1PA4(t) - L1PA3(h)   |  2130   |  True  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
161  | chimpanzee |   2784t - 7977h   |     4_368 - 4_374     |   L1PA2(t) - L1PA2(h)   |  2154   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
162  | chimpanzee |  11434h - 22592h  |     -22_7 - -22_6     |   L1PA4(t) - L1PA4(h)   |  2195   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
163  | chimpanzee |  13456t - 19130h  |    14_370 - 14_376    |   L1PA5(h) - L1P1(h)    |  2207   |  True  | L1PA5hou, L1PA5toi, L1P1tou, L1P1hoi | chimpanzee 
164  | chimpanzee |  17177t - 4874t   |     -1_91 - -1_85     |   L1PA3(t) - L1PA3(t)   |  2224   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
165  | chimpanzee |  31794h - 24575t  |    -9_273 - -9_264    |   L1PA4(h) - L1PA3(t)   |  2254   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
166  | chimpanzee |  10133t - 16443t  |    14_257 - 14_267    |   L1PA4(h) - L1PA3(t)   |  2264   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
167  | chimpanzee |   7145t - 21168h  |    2B_170 - 2B_180    |   L1PA4(h) - L1PA3(h)   |  2267   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
168  | chimpanzee |  18454h - 5558t   |     2B_62 - 2B_70     |   L1PA4(t) - L1P1(h)    |  2299   |  True  | L1PA4tou, L1PA4hoi, L1P1tou, L1P1hoi | chimpanzee 
169  | chimpanzee |  19044h - 117h    |     1_877 - -1_915    |   L1PA5(h) - L1PA4(h)   |  2314   |  True  | L1PA5hou, L1PA5toi, L1PA4tou, L1PA4hoi | chimpanzee 
170  | chimpanzee |   6620t - 10120t  |     9_524 - 9_530     |   L1PA5(h) - L1PA5(t)   |  2320   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
171  | chimpanzee |   6271h - 5466h   |     9_666 - 9_668     |   L1PA4(h) - L1PA4(h)   |  2323   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
172  | chimpanzee |   1885t - 10133h  |    14_173 - 14_257    |   L1PA5(t) - L1P1(h)    |  2331   |  True  | L1PA5tou, L1PA5hoi, L1P1tou, L1P1hoi | chimpanzee 
173  | chimpanzee |   5597t - 36295h  |     1_112 - 1_121     |   L1PA5(t) - L1PA3(t)   |  2334   |  True  | L1PA5tou, L1PA5hoi, L1PA3hou, L1PA3toi | chimpanzee 
174  | chimpanzee |    644t - 4531h   |     6_550 - 6_562     |   L1PA5(t) - L1Pt(h)    |  2342   |  True  | L1PA5tou, L1PA5hoi, L1Pttou, L1Pthoi | chimpanzee 
175  | chimpanzee |  18642t - 3056h   |    3_1045 - 3_1048    |   L1PA2(h) - L1PA2(h)   |  2362   |  True  | L1PA2hou, L1PA2toi, L1PA2tou, L1PA2hoi | chimpanzee 
176  | chimpanzee |  22455t - 5765h   |     16_77 - 16_79     |   L1PA2(t) - L1PA3(h)   |  2372   |  True  | L1PA2tou, L1PA2hoi, L1PA3tou, L1PA3hoi | chimpanzee 
177  | chimpanzee |   1705t - 1738h   |    2A_373 - 2A_374    |   L1PA3(t) - L1PA3(h)   |  2376   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
178  | chimpanzee |    805h - 6177t   |    17_181 - -17_182   |   L1PA5(t) - L1PA5(h)   |  2387   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
179  | chimpanzee |  13866h - 1657h   |   -1_1123 - -1_1108   |   L1PA3(h) - L1PA3(h)   |  2395   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
180  | chimpanzee |  10063t - 815t    |    -9_498 - -9_497    |   L1PA3(t) - L1PA3(h)   |  2437   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
181  | chimpanzee |  28592h - 17726t  |    5_1213 - 5_1216    |   L1PA3(h) - L1PA4(t)   |  2457   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
182  | chimpanzee |   3111t - 1737t   |    -7_602 - -7_598    |   L1PA5(t) - L1Pt(h)    |  2458   |  True  | L1PA5tou, L1PA5hoi, L1Pttou, L1Pthoi | chimpanzee 
183  | chimpanzee |  36814t - 17629t  |    1_1142 - 1_1146    |   L1PA4(t) - L1P1(t)    |  2461   |  True  | L1PA4tou, L1PA4hoi, L1P1hou, L1P1toi | chimpanzee 
184  | chimpanzee |  27378h - 2340t   |    2B_695 - 2B_698    |    L1Pt(h) - L1Pt(h)    |  2502   |  True  | L1Pthou, L1Pttoi, L1Pttou, L1Pthoi | chimpanzee 
185  | chimpanzee |   2320h - 8253h   |       4_3 - 4_4       |   L1PA4(t) - L1PA4(h)   |  2519   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
186  | chimpanzee |   5454h - 1253h   |   -15_266 - -15_264   |   L1PA4(h) - L1PA3(h)   |  2521   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
187  | chimpanzee |  22130t - 6779t   |   -17_106 - -17_98    |   L1PA5(h) - L1PA3(t)   |  2525   |  True  | L1PA5hou, L1PA5toi, L1PA3hou, L1PA3toi | chimpanzee 
188  | chimpanzee |  31922h - 20708t  |     7_382 - 7_390     |   L1PA5(h) - L1PA2(t)   |  2540   |  True  | L1PA5hou, L1PA5toi, L1PA2hou, L1PA2toi | chimpanzee 
189  | chimpanzee |   4176h - 31022t  |   -X_1348 - -X_1341   |   L1PA4(h) - L1PA3(t)   |  2545   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
190  | chimpanzee |  26754h - 2102h   |    -5_963 - -17_90    |   L1PA3(h) - L1PA4(t)   |  2548   | False  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
191  | chimpanzee |  31014t - 6780t   |       1_7 - 1_13      |   L1PA3(t) - L1PA3(t)   |  2549   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
192  | chimpanzee |   2557t - 27783h  |    -16_62 - -16_56    |    L1Pt(t) - L1PA7(t)   |  2560   |  True  | L1Pttou, L1Pthoi, L1PA7hou, L1PA7toi | chimpanzee 
193  | chimpanzee |  29345h - 14625h  |    -4_291 - 4_320     |    L1Pt(h) - L1PA3(t)   |  2580   |  True  | L1Pthou, L1Pttoi, L1PA3hou, L1PA3toi | chimpanzee 
194  | chimpanzee |  16991h - 17674t  |    -3_354 - -3_353    |   L1PA3(t) - L1PA3(h)   |  2608   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
195  | chimpanzee |  14102h - 52392h  |     16_34 - 16_35     |   L1PA3(t) - L1PA3(h)   |  2618   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
196  | chimpanzee |  17591h - 2531h   |    3_1088 - 3_1089    |   L1PA5(t) - L1PA5(h)   |  2631   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
197  | chimpanzee |  19935t - 25002h  |   -2A_613 - -2A_596   |   L1PA3(h) - L1PA3(h)   |  2644   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
198  | chimpanzee |   9994h - 4663h   |     8_632 - 8_654     |   L1PA4(t) - L1PA4(h)   |  2650   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
199  | chimpanzee |   8260h - 24294t  |    10_404 - 10_407    |   L1PA4(t) - L1Pt(t)    |  2654   |  True  | L1PA4tou, L1PA4hoi, L1Pthou, L1Pttoi | chimpanzee 
200  | chimpanzee |   7933h - 11066h  |    2B_838 - 2B_869    |   L1PA3(h) - L1PA4(h)   |  2666   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
201  | chimpanzee |   1146t - 13630t  |     2A_24 - 2A_26     |    L1P1(t) - L1Pt(h)    |  2674   |  True  | L1P1tou, L1P1hoi, L1Pttou, L1Pthoi | chimpanzee 
202  | chimpanzee |  16041t - 12395h  |   -14_173 - -14_146   |   L1PA4(h) - L1PA3(t)   |  2676   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
203  | chimpanzee |   1638t - 3401t   |    4_1352 - 4_1353    |    L1Pt(h) - L1Pt(t)    |  2712   |  True  | L1Pthou, L1Pttoi | chimpanzee 
204  | chimpanzee |  35832h - 15449h  |    4_1050 - 4_1055    |   L1PA5(h) - L1PA4(t)   |  2720   |  True  | L1PA5hou, L1PA5toi, L1PA4hou, L1PA4toi | chimpanzee 
205  | chimpanzee |  12284t - 15741h  |     6_575 - 6_624     |    L1Pt(h) - L1PA2(h)   |  2726   |  True  | L1Pthou, L1Pttoi, L1PA2tou, L1PA2hoi | chimpanzee 
206  | chimpanzee |   6456h - 20255t  |    -9_262 - -9_256    |   L1PA5(h) - L1PA3(h)   |  2769   |  True  | L1PA5hou, L1PA5toi, L1PA3tou, L1PA3hoi | chimpanzee 
207  | chimpanzee |    870h - 10659h  |     3_414 - 3_418     |    L1P1(t) - L1PA3(h)   |  2774   |  True  | L1P1tou, L1P1hoi, L1PA3tou, L1PA3hoi | chimpanzee 
208  | chimpanzee |  29134t - 5824t   |    -7_166 - -7_162    |   L1PA4(h) - L1PA4(h)   |  2809   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
209  | chimpanzee |  22798h - 5837h   |   -2B_688 - -2B_687   |    L1Pt(h) - L1Pt(t)    |  2813   |  True  | L1Pthou, L1Pttoi | chimpanzee 
210  | chimpanzee |   4696t - 22662t  |      3_93 - 3_94      |   L1PA3(t) - L1PA3(h)   |  2834   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
211  | chimpanzee |  42810t - 5381t   |     4_264 - 13_33     |   L1PA4(t) - L1PA3(h)   |  2848   | False  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
212  | chimpanzee |  11339t - 16868t  |   -14_461 - -14_460   |   L1PA2(t) - L1PA2(h)   |  2918   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
213  | chimpanzee |  49068h - 6873t   |     4_616 - 4_617     |   L1PA3(h) - L1PA3(t)   |  2932   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
214  | chimpanzee |  14357t - 29779t  |    -14_25 - -14_21    |    L1P1(h) - L1PA5(t)   |  2942   |  True  | L1P1hou, L1P1toi, L1PA5hou, L1PA5toi | chimpanzee 
215  | chimpanzee |  44655h - 15534t  |   -18_297 - -18_287   |   L1PA3(h) - L1P1(t)    |  2951   |  True  | L1PA3hou, L1PA3toi, L1P1hou, L1P1toi | chimpanzee 
216  | chimpanzee |  29134h - 9140t   |     7_166 - 7_171     |   L1PA5(h) - L1PA4(t)   |  2957   |  True  | L1PA5hou, L1PA5toi, L1PA4hou, L1PA4toi | chimpanzee 
217  | chimpanzee |  34229h - 20180h  |     7_582 - 7_583     |   L1PA4(t) - L1PA4(h)   |  2986   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
218  | chimpanzee |  13625h - 5640h   |    -1_388 - -1_383    |   L1PA3(h) - L1PA4(t)   |  2989   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
219  | chimpanzee |  14978t - 19371h  |    21_113 - 21_115    |   L1PA4(t) - L1PA4(h)   |  3013   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
220  | chimpanzee |  35832t - 20186h  |   -4_1050 - -4_1045   |    L1P1(h) - L1P1(t)    |  3031   |  True  | L1P1hou, L1P1toi | chimpanzee 
221  | chimpanzee |  15008t - 44924t  |     1_431 - 1_433     |    L1P1(h) - L1Pt(h)    |  3051   |  True  | L1P1hou, L1P1toi, L1Pttou, L1Pthoi | chimpanzee 
222  | chimpanzee |  17070t - 5789h   |    21_158 - 21_161    |   L1PA2(h) - L1Pt(t)    |  3065   |  True  | L1PA2hou, L1PA2toi, L1Pthou, L1Pttoi | chimpanzee 
223  | chimpanzee |  13038h - 12485t  |     13_45 - 13_46     |   L1PA4(h) - L1PA4(t)   |  3076   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
224  | chimpanzee |   8745h - 27427h  |      X_68 - X_70      |   L1PA5(t) - L1P1(h)    |  3078   |  True  | L1PA5tou, L1PA5hoi, L1P1tou, L1P1hoi | chimpanzee 
225  | chimpanzee |   8394h - 4226t   |    12_706 - 12_708    |   L1PA3(t) - L1PA4(t)   |  3094   |  True  | L1PA3tou, L1PA3hoi, L1PA4hou, L1PA4toi | chimpanzee 
226  | chimpanzee |  24775h - 32417h  |    12_725 - 2A_573    |   L1PA4(h) - L1PA2(t)   |  3118   | False  | L1PA4hou, L1PA4toi, L1PA2hou, L1PA2toi | chimpanzee 
227  | chimpanzee |  14711t - 4056t   |   -10_765 - -10_763   |   L1PA3(h) - L1PA3(h)   |  3128   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
228  | chimpanzee |   2909h - 22235h  |    2A_416 - 20_26     |    L1Pt(h) - L1PA4(h)   |  3143   |  True  | L1Pthou, L1Pttoi, L1PA4tou, L1PA4hoi | chimpanzee 
229  | chimpanzee |  17597t - 3555h   |     7_251 - 7_252     |   L1PA4(t) - L1PA4(h)   |  3147   | False  | L1PA4tou, L1PA4hoi | chimpanzee 
230  | chimpanzee |  44532t - 31148t  |    -3_366 - -19_21    |   L1PA3(h) - L1PA6(t)   |  3186   |  True  | L1PA3hou, L1PA3toi, L1PA6hou, L1PA6toi | chimpanzee 
231  | chimpanzee |  13840h - 58302h  |    -9_393 - -9_381    |   L1PA2(h) - L1PA3(t)   |  3199   |  True  | L1PA2hou, L1PA2toi, L1PA3hou, L1PA3toi | chimpanzee 
232  | chimpanzee |  19750h - 4532h   |    16_261 - 16_257    |   L1PA5(h) - L1PA2(h)   |  3205   |  True  | L1PA5hou, L1PA5toi, L1PA2tou, L1PA2hoi | chimpanzee 
233  | chimpanzee |   3547t - 21199h  |   -14_586 - -14_585   |    L1P1(h) - L1P1(t)    |  3208   |  True  | L1P1hou, L1P1toi | chimpanzee 
234  | chimpanzee |  13159h - 14884t  |    -X_330 - X_585     |   L1PA4(h) - L1P1(h)    |  3231   | False  | L1PA4hou, L1PA4toi, L1P1tou, L1P1hoi | chimpanzee 
235  | chimpanzee |  12633t - 11610t  |     9_460 - 9_463     |   L1PA4(h) - L1PA5(h)   |  3249   |  True  | L1PA4hou, L1PA4toi, L1PA5tou, L1PA5hoi | chimpanzee 
236  | chimpanzee |  30928h - 2971h   |    -1_187 - -1_184    |   L1PA3(h) - L1PA3(t)   |  3273   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
237  | chimpanzee |  11973h - 11610h  |    -9_467 - -9_463    |   L1PA2(h) - L1PA5(t)   |  3296   |  True  | L1PA2hou, L1PA2toi, L1PA5hou, L1PA5toi | chimpanzee 
238  | chimpanzee |  13012h - 14620t  |    -8_478 - -8_467    |   L1PA4(t) - L1P1(t)    |  3308   |  True  | L1PA4tou, L1PA4hoi, L1P1hou, L1P1toi | chimpanzee 
239  | chimpanzee |   7231t - 14898t  |    4_1260 - 4_1266    |   L1PA2(t) - L1PA3(h)   |  3309   |  True  | L1PA2tou, L1PA2hoi, L1PA3tou, L1PA3hoi | chimpanzee 
240  | chimpanzee |  14772t - 6716t   |    5_1130 - 5_1132    |   L1PA5(h) - L1PA5(h)   |  3314   |  True  | L1PA5hou, L1PA5toi, L1PA5tou, L1PA5hoi | chimpanzee 
241  | chimpanzee |  13517h - 1991h   |    3_1359 - 3_1360    |   L1PA5(h) - L1PA5(t)   |  3320   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
242  | chimpanzee |  10546h - 1574t   |    11_454 - 11_455    |   L1PA4(h) - L1PA4(t)   |  3374   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
243  | chimpanzee |   8754h - 13608h  |     6_798 - 6_799     |   L1PA2(t) - L1PA2(h)   |  3396   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
244  | chimpanzee |  30817t - 23739t  |     6_392 - 6_398     |   L1PA5(h) - L1PA5(h)   |  3411   |  True  | L1PA5hou, L1PA5toi, L1PA5tou, L1PA5hoi | chimpanzee 
245  | chimpanzee |  13431t - 8754t   |     6_795 - 6_798     |   L1PA3(h) - L1PA4(t)   |  3423   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
246  | chimpanzee |  14376h - 13012t  |    -8_484 - -8_478    |   L1PA4(h) - L1PA3(t)   |  3435   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
247  | chimpanzee |  11779h - 25317h  |     6_815 - 6_818     |    L1Pt(t) - L1PA2(h)   |  3448   |  True  | L1Pttou, L1Pthoi, L1PA2tou, L1PA2hoi | chimpanzee 
248  | chimpanzee |  21398h - 28013t  |    12_199 - 12_200    |   L1PA4(h) - L1PA4(t)   |  3529   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
249  | chimpanzee |  50610h - 11948t  |    -17_33 - -17_32    |   L1PA4(h) - L1PA4(t)   |  3532   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
250  | chimpanzee |  15217h - 13361t  |    5_1385 - 5_1388    |   L1PA5(t) - L1Pt(h)    |  3561   |  True  | L1PA5tou, L1PA5hoi, L1Pttou, L1Pthoi | chimpanzee 
251  | chimpanzee |   1368t - 11428t  |    11_467 - 11_469    |   L1PA3(h) - L1PA3(t)   |  3605   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
252  | chimpanzee |  11638h - 7375t   |     -3_93 - -3_88     |    L1Pt(h) - L1Pt(t)    |  3619   |  True  | L1Pthou, L1Pttoi | chimpanzee 
253  | chimpanzee |  17579t - 9641t   |   -16_247 - -16_166   |    L1Pt(t) - L1PA5(h)   |  3621   |  True  | L1Pttou, L1Pthoi, L1PA5tou, L1PA5hoi | chimpanzee 
254  | chimpanzee |    859h - 10560h  |     5_611 - 5_614     |    L1P1(t) - L1PA4(t)   |  3623   |  True  | L1P1tou, L1P1hoi, L1PA4hou, L1PA4toi | chimpanzee 
255  | chimpanzee |  12903h - 25859t  |    2A_222 - 2A_254    |   L1PA3(h) - L1Pt(h)    |  3716   |  True  | L1PA3hou, L1PA3toi, L1Pttou, L1Pthoi | chimpanzee 
256  | chimpanzee |  46714t - 2070h   |    -6_145 - -6_143    |    L1Pt(t) - L1Pt(h)    |  3727   |  True  | L1Pttou, L1Pthoi | chimpanzee 
257  | chimpanzee |  16614h - 12672h  |    -22_50 - -22_49    |   L1PA4(t) - L1PA4(h)   |  3766   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
258  | chimpanzee |   2036h - 13284h  |   -14_547 - -14_543   |   L1PA5(h) - L1PA5(h)   |  3774   |  True  | L1PA5hou, L1PA5toi, L1PA5tou, L1PA5hoi | chimpanzee 
259  | chimpanzee |  15752h - 10978h  |      6_34 - 6_36      |   L1PA4(t) - L1PA6(h)   |  3775   |  True  | L1PA4tou, L1PA4hoi, L1PA6tou, L1PA6hoi | chimpanzee 
260  | chimpanzee |  23498t - 23607t  |    -7_847 - -7_834    |   L1PA3(h) - L1PA3(h)   |  3785   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
261  | chimpanzee |  30134t - 24559h  |    11_489 - 11_518    |   L1PA5(t) - L1PA5(h)   |  3843   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
262  | chimpanzee |   1077t - 6216t   |    15_232 - 15_254    |   L1PA4(h) - L1PA3(h)   |  3853   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
263  | chimpanzee |  11923h - 9768t   |    11_763 - 11_766    |   L1PA3(h) - L1PA4(t)   |  3866   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
264  | chimpanzee |    623h - 4901t   |    2B_341 - 2B_343    |   L1PA2(t) - L1PA2(h)   |  3901   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
265  | chimpanzee |    277t - 10220t  |    -7_744 - -7_743    |   L1PA3(t) - L1PA3(h)   |  3918   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
266  | chimpanzee |  32635t - 30059h  |    12_133 - 12_195    |   L1PA3(h) - L1PA3(t)   |  3945   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
267  | chimpanzee |   5336t - 53106h  |     X_821 - X_830     |   L1PA5(t) - L1P1(h)    |  3959   |  True  | L1PA5tou, L1PA5hoi, L1P1tou, L1P1hoi | chimpanzee 
268  | chimpanzee |  12417t - 26592h  |   -1_1056 - -1_1049   |    L1P1(h) - L1PA4(h)   |  3970   |  True  | L1P1hou, L1P1toi, L1PA4tou, L1PA4hoi | chimpanzee 
269  | chimpanzee |  24423t - 17570h  |     7_750 - 7_764     |   L1PA2(t) - L1PA3(t)   |  3972   |  True  | L1PA2tou, L1PA2hoi, L1PA3hou, L1PA3toi | chimpanzee 
270  | chimpanzee |    831t - 24140t  |    21_120 - 21_123    |   L1PA3(t) - L1PA4(h)   |  3980   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
271  | chimpanzee |  41135t - 28281h  |    21_109 - 21_113    |    L1Pt(t) - L1PA3(h)   |  4000   |  True  | L1Pttou, L1Pthoi, L1PA3tou, L1PA3hoi | chimpanzee 
272  | chimpanzee |  22746h - 3237h   |    -7_886 - -7_879    |    L1P1(h) - L1PA2(t)   |  4015   |  True  | L1P1hou, L1P1toi, L1PA2hou, L1PA2toi | chimpanzee 
273  | chimpanzee |  13290t - 25317t  |    -6_825 - -6_818    |    L1Pt(h) - L1PA5(t)   |  4018   |  True  | L1Pthou, L1Pttoi, L1PA5hou, L1PA5toi | chimpanzee 
274  | chimpanzee |  20935t - 16336t  |       6_8 - 6_11      |    L1Pt(t) - L1PA4(h)   |  4031   |  True  | L1Pttou, L1Pthoi, L1PA4tou, L1PA4hoi | chimpanzee 
275  | chimpanzee |  26087t - 18059h  |   -4_1300 - -4_1280   |   L1PA4(h) - L1Pt(h)    |  4033   |  True  | L1PA4hou, L1PA4toi, L1Pttou, L1Pthoi | chimpanzee 
276  | chimpanzee |  44318h - 510h    |   -11_798 - -11_797   |    L1Pt(t) - L1Pt(h)    |  4044   |  True  | L1Pttou, L1Pthoi | chimpanzee 
277  | chimpanzee |   7958t - 19404t  |    -6_876 - -6_867    |   L1PA4(h) - L1PA4(h)   |  4045   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
278  | chimpanzee |   5213h - 7768t   |   -10_551 - -10_546   |   L1PA5(h) - L1PA2(h)   |  4050   |  True  | L1PA5hou, L1PA5toi, L1PA2tou, L1PA2hoi | chimpanzee 
279  | chimpanzee |  10511h - 13390h  |     7_215 - 7_218     |   L1PA6(h) - L1PA3(t)   |  4055   |  True  | L1PA6hou, L1PA6toi, L1PA3hou, L1PA3toi | chimpanzee 
280  | chimpanzee |  23336t - 22253h  |   -4_1511 - -4_1507   |   L1PA4(t) - L1PA3(h)   |  4063   |  True  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
281  | chimpanzee |  26547t - 11523h  |     9_735 - 9_664     |   L1PA3(h) - L1P1(t)    |  4066   | False  | L1PA3hou, L1PA3toi, L1P1hou, L1P1toi | chimpanzee 
282  | chimpanzee |  14350t - 7616t   |   -1_1059 - -1_1057   |    L1Pt(t) - L1PA2(h)   |  4076   |  True  | L1Pttou, L1Pthoi, L1PA2tou, L1PA2hoi | chimpanzee 
