 id  |   genome   |      v1 - v2      | fragment1 - fragment2 |    repeat1 - repeat2    |  cc_id  | s_edge | repeat_guidance | MC 
 48  | chimpanzee |  24650h - 9740t   |     9_665 - 9_666     |   L1PA3(h) - L1PA3(t)   |   695   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 49  | chimpanzee |  16170t - 21227h  |   -2A_409 - -2A_381   |   L1PA3(h) - L1PA3(h)   |   705   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 50  | chimpanzee |  15201t - 8701t   |   -14_362 - -14_356   |   L1PA4(h) - L1PA3(h)   |   716   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
 51  | chimpanzee |  10617t - 9775h   |   -20_126 - -20_120   |   L1PA7(h) - L1PA3(h)   |   721   |  True  | L1PA7hou, L1PA7toi, L1PA3tou, L1PA3hoi | chimpanzee 
 52  | chimpanzee |  21338t - 8094h   |     1_670 - 1_671     |   L1PA5(h) - L1PA5(t)   |   722   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
 53  | chimpanzee |   6908h - 5185t   |     5_921 - 5_928     |    L1P1(t) - L1PA2(h)   |   725   |  True  | L1P1tou, L1P1hoi, L1PA2tou, L1PA2hoi | chimpanzee 
 54  | chimpanzee |  10497h - 5534h   |    -17_48 - -17_47    |   L1PA5(t) - L1PA5(h)   |   734   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
 55  | chimpanzee |  23099t - 1725h   |     15_57 - 15_62     |   L1PA5(h) - L1PA3(h)   |   747   |  True  | L1PA5hou, L1PA5toi, L1PA3tou, L1PA3hoi | chimpanzee 
 56  | chimpanzee |  26017t - 18739h  |     -1_71 - -1_70     |   L1PA3(t) - L1PA3(h)   |   748   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 57  | chimpanzee |  17720h - 62630h  |     3_797 - 3_821     |   L1PA2(h) - L1Pt(h)    |   755   |  True  | L1PA2hou, L1PA2toi, L1Pttou, L1Pthoi | chimpanzee 
 58  | chimpanzee |  16170h - 494h    |    2A_409 - 2A_414    |   L1PA3(t) - L1PA2(t)   |   756   |  True  | L1PA3tou, L1PA3hoi, L1PA2hou, L1PA2toi | chimpanzee 
 59  | chimpanzee |  31434h - 7925t   |    -8_877 - -8_875    |   L1PA3(t) - L1PA3(h)   |   760   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 60  | chimpanzee |   4994t - 8017h   |     11_91 - 11_93     |   L1PA4(h) - L1PA5(h)   |   779   |  True  | L1PA4hou, L1PA4toi, L1PA5tou, L1PA5hoi | chimpanzee 
 61  | chimpanzee |  12574t - 16362h  |      1_23 - 1_24      |   L1PA5(h) - L1PA5(t)   |   793   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
 62  | chimpanzee |  11433t - 3041h   |    10_726 - 10_727    |   L1PA4(t) - L1PA4(h)   |   801   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
 63  | chimpanzee |  16908t - 128h    |    17_162 - 17_164    |    L1Pt(h) - L1P1(h)    |   805   |  True  | L1Pthou, L1Pttoi, L1P1tou, L1P1hoi | chimpanzee 
 64  | chimpanzee |  12866t - 563t    |     11_86 - 11_91     |   L1PA5(h) - L1PA3(h)   |   814   |  True  | L1PA5hou, L1PA5toi, L1PA3tou, L1PA3hoi | chimpanzee 
 65  | chimpanzee |  27650h - 2286t   |    -17_66 - -17_62    |   L1PA3(h) - L1PA5(h)   |   826   |  True  | L1PA3hou, L1PA3toi, L1PA5tou, L1PA5hoi | chimpanzee 
 66  | chimpanzee |  23383t - 26054t  |    -4_433 - -4_428    |   L1PA4(t) - L1PA2(h)   |   827   |  True  | L1PA4tou, L1PA4hoi, L1PA2tou, L1PA2hoi | chimpanzee 
 67  | chimpanzee |   2729t - 1107t   |     7_112 - 7_135     |   L1PA3(h) - L1PA3(h)   |   865   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 68  | chimpanzee |   4313t - 22330h  |     8_335 - 8_361     |    L1Pt(h) - L1PA4(h)   |   869   |  True  | L1Pthou, L1Pttoi, L1PA4tou, L1PA4hoi | chimpanzee 
 69  | chimpanzee |  20445h - 7863h   |    11_749 - 11_761    |   L1PA3(t) - L1P1(t)    |   889   |  True  | L1PA3tou, L1PA3hoi, L1P1hou, L1P1toi | chimpanzee 
 70  | chimpanzee |    399h - 28633t  |      1_42 - 1_43      |   L1PA3(h) - L1PA3(t)   |   901   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 71  | chimpanzee |  29693t - 6543t   |    12_621 - 12_623    |   L1PA5(t) - L1PA4(t)   |   909   |  True  | L1PA5tou, L1PA5hoi, L1PA4hou, L1PA4toi | chimpanzee 
 72  | chimpanzee |  32913t - 20339h  |    3_1261 - 3_1264    |   L1PA3(t) - L1PA2(t)   |   925   |  True  | L1PA3tou, L1PA3hoi, L1PA2hou, L1PA2toi | chimpanzee 
 73  | chimpanzee |   9890h - 15925h  |   -10_752 - -10_743   |   L1PA5(t) - L1PA4(h)   |   941   |  True  | L1PA5tou, L1PA5hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 74  | chimpanzee |  16893h - 43914h  |    -8_281 - -8_243    |   L1PA4(h) - L1PA4(h)   |   949   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
 75  | chimpanzee |  11615t - 34494h  |    -8_849 - -8_841    |   L1PA4(h) - L1PA4(t)   |   950   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
 76  | chimpanzee |    778h - 2075h   |    11_716 - 11_718    |    L1Pt(t) - L1PA3(h)   |   957   |  True  | L1Pttou, L1Pthoi, L1PA3tou, L1PA3hoi | chimpanzee 
 77  | chimpanzee |  20391t - 10772t  |   -3_1150 - -3_1144   |   L1PA7(t) - L1PA3(h)   |   992   |  True  | L1PA7tou, L1PA7hoi, L1PA3tou, L1PA3hoi | chimpanzee 
 78  | chimpanzee |  18059t - 26250t  |   -4_1280 - -4_1279   |    L1Pt(h) - L1Pt(t)    |   998   |  True  | L1Pthou, L1Pttoi | chimpanzee 
 79  | chimpanzee |  15585h - 1991t   |   -3_1364 - -3_1360   |   L1PA2(h) - L1PA3(h)   |  1006   |  True  | L1PA2hou, L1PA2toi, L1PA3tou, L1PA3hoi | chimpanzee 
 80  | chimpanzee |  10294t - 12054t  |     5_608 - 5_611     |   L1PA5(h) - L1P1(h)    |  1031   |  True  | L1PA5hou, L1PA5toi, L1P1tou, L1P1hoi | chimpanzee 
 81  | chimpanzee |  24289h - 3167t   |    11_113 - 11_127    |   L1PA5(h) - L1PA4(t)   |  1048   |  True  | L1PA5hou, L1PA5toi, L1PA4hou, L1PA4toi | chimpanzee 
 82  | chimpanzee |  13731t - 14374h  |    10_454 - 10_456    |    L1P1(t) - L1PA3(h)   |  1054   |  True  | L1P1tou, L1P1hoi, L1PA3tou, L1PA3hoi | chimpanzee 
 83  | chimpanzee |  13177h - 8000t   |   -2A_372 - -2A_357   |   L1PA3(h) - L1Pt(h)    |  1059   |  True  | L1PA3hou, L1PA3toi, L1Pttou, L1Pthoi | chimpanzee 
 84  | chimpanzee |   6110t - 24559t  |   -11_519 - -11_518   |   L1PA2(h) - L1PA2(t)   |  1068   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 85  | chimpanzee |   1077h - 7260t   |   -15_232 - -15_229   |   L1PA3(t) - L1P2(t)    |  1072   |  True  | L1PA3tou, L1PA3hoi, L1P1tou, L1P1hoi, L1P2hou, L1P2toi | chimpanzee 
 86  | chimpanzee |  16785t - 4943h   |    -8_903 - -8_902    |   L1PA5(h) - L1PA5(t)   |  1078   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
 87  | chimpanzee |  26658h - 16966h  |     13_52 - 13_69     |   L1PA3(t) - L1PA3(h)   |  1097   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 88  | chimpanzee |  14572h - 22736h  |    11_738 - -11_740   |   L1PA5(h) - L1PA5(h)   |  1120   | False  | L1PA5hou, L1PA5toi, L1PA5tou, L1PA5hoi | chimpanzee 
 89  | chimpanzee |   9964h - 783h    |   -15_169 - -15_163   |   L1PA3(t) - L1PA4(h)   |  1121   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 90  | chimpanzee |  16745h - 31932h  |     7_540 - 7_548     |    L1Pt(h) - L1Pt(t)    |  1165   |  True  | L1Pthou, L1Pttoi | chimpanzee 
 91  | chimpanzee |  13880t - 1389t   |     6_154 - 6_156     |   L1PA3(t) - L1PA3(t)   |  1183   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
 92  | chimpanzee |   8855t - 30928t  |    -1_211 - -1_187    |   L1PA4(t) - L1PA3(h)   |  1186   |  True  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
 93  | chimpanzee |  15482t - 4120h   |    3_1396 - 3_1400    |   L1PA4(t) - L1PA5(h)   |  1189   |  True  | L1PA4tou, L1PA4hoi, L1PA5tou, L1PA5hoi | chimpanzee 
 94  | chimpanzee |  12954t - 3253t   |     5_571 - 5_586     |    L1Pt(h) - L1PA3(h)   |  1206   |  True  | L1Pthou, L1Pttoi, L1PA3tou, L1PA3hoi | chimpanzee 
 95  | chimpanzee |  18406t - 13952t  |     1_731 - 1_732     |    L1P1(t) - L1P1(h)    |  1218   |  True  | L1P1tou, L1P1hoi | chimpanzee 
 96  | chimpanzee |  11233h - 24951h  |    2B_183 - 2B_186    |   L1PA4(t) - L1PA3(t)   |  1231   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
 97  | chimpanzee |  12103h - 16553h  |    -9_317 - 13_107    |   L1PA3(t) - L1PA4(h)   |  1256   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 98  | chimpanzee |    820h - 11720h  |   -3_1022 - -3_1005   |   L1PA3(h) - L1PA3(h)   |  1260   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 99  | chimpanzee |   6306h - 24978t  |    -3_941 - -3_935    |   L1PA3(t) - L1PA3(h)   |  1280   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
100  | chimpanzee |  26483t - 29693h  |    12_556 - 12_621    |   L1PA3(h) - L1Pt(h)    |  1297   |  True  | L1PA3hou, L1PA3toi, L1Pttou, L1Pthoi | chimpanzee 
101  | chimpanzee |   7207h - 9797h   |     1_325 - 1_326     |   L1PA3(h) - L1PA3(t)   |  1309   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
102  | chimpanzee |   5758t - 25845t  |    -6_909 - -6_903    |   L1PA4(t) - L1P1(h)    |  1316   |  True  | L1PA4tou, L1PA4hoi, L1P1tou, L1P1hoi | chimpanzee 
103  | chimpanzee |  10485h - 11984t  |    2A_565 - 12_733    |   L1PA4(h) - L1Pt(h)    |  1322   |  True  | L1PA4hou, L1PA4toi, L1Pttou, L1Pthoi | chimpanzee 
104  | chimpanzee |  17569t - 27358h  |      16_4 - 16_7      |   L1PA3(h) - L1PA7(h)   |  1340   |  True  | L1PA3hou, L1PA3toi, L1PA7tou, L1PA7hoi | chimpanzee 
105  | chimpanzee |   6059t - 14648h  |     7_819 - 7_832     |   L1PA4(h) - L1PA2(t)   |  1342   |  True  | L1PA4hou, L1PA4toi, L1PA2hou, L1PA2toi | chimpanzee 
106  | chimpanzee |  18094h - 42506h  |    -2B_59 - -2B_54    |   L1PA3(h) - L1PA3(t)   |  1346   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
107  | chimpanzee |  19343t - 14458h  |    2B_243 - 2B_257    |   L1PA3(h) - L1P1(h)    |  1353   |  True  | L1PA3hou, L1PA3toi, L1P1tou, L1P1hoi | chimpanzee 
108  | chimpanzee |   7560t - 10747h  |   -12_826 - -12_814   |   L1PA5(t) - L1PA4(t)   |  1387   |  True  | L1PA5tou, L1PA5hoi, L1PA4hou, L1PA4toi | chimpanzee 
109  | chimpanzee |   3242h - 16499h  |    20_134 - 20_141    |   L1PA3(h) - L1PA2(h)   |  1389   |  True  | L1PA3hou, L1PA3toi, L1PA2tou, L1PA2hoi | chimpanzee 
110  | chimpanzee |   5923h - 9514t   |     19_80 - 19_82     |   L1PA4(t) - L1PA4(h)   |  1393   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
111  | chimpanzee |  10613h - 13748t  |    -17_20 - -17_19    |   L1PA3(t) - L1PA3(h)   |  1395   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
112  | chimpanzee |  11866t - 1143t   |   -2A_638 - -2A_637   |   L1PA3(t) - L1PA3(h)   |  1397   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
113  | chimpanzee |   1758h - 8803t   |   -13_305 - -13_294   |   L1PA4(t) - L1PA3(t)   |  1403   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
114  | chimpanzee |  14488h - 23768h  |     8_362 - 8_364     |    L1Pt(h) - L1Pt(t)    |  1405   |  True  | L1Pthou, L1Pttoi | chimpanzee 
115  | chimpanzee |  15229t - 23712t  |     1_794 - 1_798     |   L1PA3(h) - L1PA4(t)   |  1434   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
116  | chimpanzee |  25113h - 16864t  |     9_325 - 9_332     |   L1PA3(h) - L1PA4(t)   |  1437   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
117  | chimpanzee |  13554t - 40076h  |     4_596 - 4_616     |   L1PA3(t) - L1PA2(h)   |  1440   |  True  | L1PA3tou, L1PA3hoi, L1PA2tou, L1PA2hoi | chimpanzee 
118  | chimpanzee |   3267t - 4397h   |     7_808 - 7_811     |   L1PA2(t) - L1Pt(h)    |  1460   |  True  | L1PA2tou, L1PA2hoi, L1Pttou, L1Pthoi | chimpanzee 
119  | chimpanzee |  36671t - 21063h  |     9_645 - 9_660     |   L1PA4(h) - L1PA3(t)   |  1504   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
120  | chimpanzee |  11001t - 13554h  |     4_578 - 4_596     |   L1PA2(h) - L1PA4(t)   |  1510   |  True  | L1PA2hou, L1PA2toi, L1PA4hou, L1PA4toi | chimpanzee 
121  | chimpanzee |   5185h - 8788t   |     5_928 - 5_929     |   L1PA3(h) - L1PA3(t)   |  1541   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
122  | chimpanzee |  29645t - 21106h  |    -5_306 - -5_303    |   L1PA2(t) - L1PA4(h)   |  1557   |  True  | L1PA2tou, L1PA2hoi, L1PA4tou, L1PA4hoi | chimpanzee 
123  | chimpanzee |   4959t - 26471t  |    12_320 - 4_255     |   L1PA2(h) - L1P1(h)    |  1573   |  True  | L1PA2hou, L1PA2toi, L1P1tou, L1P1hoi | chimpanzee 
124  | chimpanzee |  21053t - 5824h   |     7_149 - 7_162     |   L1PA4(t) - L1PA3(t)   |  1589   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
125  | chimpanzee |   3687t - 20235t  |    -X_566 - -X_512    |   L1PA5(h) - L1PA5(h)   |  1593   |  True  | L1PA5hou, L1PA5toi, L1PA5tou, L1PA5hoi | chimpanzee 
126  | chimpanzee |  13118h - 3480h   |    15_125 - 15_154    |    L1Pt(h) - L1PA2(h)   |  1598   |  True  | L1Pthou, L1Pttoi, L1PA2tou, L1PA2hoi | chimpanzee 
127  | chimpanzee |  16065t - 644h    |     6_505 - 6_550     |   L1PA2(t) - L1Pt(h)    |  1602   |  True  | L1PA2tou, L1PA2hoi, L1Pttou, L1Pthoi | chimpanzee 
128  | chimpanzee |   1139h - 5948h   |     1_108 - 1_110     |    L1P1(h) - L1PA3(h)   |  1673   |  True  | L1P1hou, L1P1toi, L1PA3tou, L1PA3hoi | chimpanzee 
129  | chimpanzee |  25260h - 4774t   |    4_1154 - 4_1160    |   L1PA3(h) - L1PA4(h)   |  1675   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
130  | chimpanzee |  15292t - 9421h   |    14_438 - 14_441    |   L1PA2(t) - L1P1(h)    |  1676   |  True  | L1PA2tou, L1PA2hoi, L1P1tou, L1P1hoi | chimpanzee 
131  | chimpanzee |  12991h - 19410t  |    10_622 - 10_623    |   L1PA3(t) - L1PA3(h)   |  1692   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
132  | chimpanzee |  15334h - 12857h  |    -3_884 - -3_882    |   L1PA3(h) - L1PA5(t)   |  1716   |  True  | L1PA3hou, L1PA3toi, L1PA5hou, L1PA5toi | chimpanzee 
133  | chimpanzee |  29982h - 14244h  |    -3_103 - -3_102    |   L1PA3(h) - L1PA3(t)   |  1757   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
134  | chimpanzee |  25260t - 11086h  |   -4_1154 - -4_1142   |   L1PA4(t) - L1Pt(t)    |  1763   |  True  | L1PA4tou, L1PA4hoi, L1Pthou, L1Pttoi | chimpanzee 
135  | chimpanzee |  22955t - 11978h  |    -8_379 - -8_364    |   L1PA3(h) - L1PA4(h)   |  1768   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
136  | chimpanzee |   5667t - 20554t  |   -16_143 - -16_118   |   L1PA2(h) - L1PA4(t)   |  1787   |  True  | L1PA2hou, L1PA2toi, L1PA4hou, L1PA4toi | chimpanzee 
137  | chimpanzee |  19896t - 9058h   |    -7_591 - 7_400     |    L1Pt(h) - L1PA3(h)   |  1792   |  True  | L1Pthou, L1Pttoi, L1PA3tou, L1PA3hoi | chimpanzee 
138  | chimpanzee |   8603t - 12869t  |    -17_68 - -17_67    |   L1PA4(h) - L1PA4(t)   |  1859   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
139  | chimpanzee |  16490h - 15634h  |     7_579 - 7_581     |   L1PA3(t) - L1PA4(h)   |  1874   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
140  | chimpanzee |  20559t - 30312h  |    -9_189 - -9_185    |   L1PA2(t) - L1Pt(h)    |  1882   |  True  | L1PA2tou, L1PA2hoi, L1Pttou, L1Pthoi | chimpanzee 
