 id  |   genome   |      v1 - v2      | fragment1 - fragment2 |    repeat1 - repeat2    |  cc_id  | s_edge | repeat_guidance | MC 
144  | chimpanzee |   4931h - 17278t  |    -5_227 - -5_220    |    L1Pt(h) - L1PA3(h)   |  2693   |  True  | L1Pthou, L1Pttoi, L1PA3tou, L1PA3hoi | chimpanzee 
145  | chimpanzee |  13009t - 48173h  |    -2A_83 - -2A_76    |   L1PA4(t) - L1Pt(h)    |  2716   |  True  | L1PA4tou, L1PA4hoi, L1Pttou, L1Pthoi | chimpanzee 
146  | chimpanzee |  11093t - 22931t  |    -3_470 - -3_467    |   L1PA3(t) - L1PA3(t)   |  2722   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
147  | chimpanzee |   2316t - 35131h  |    -3_528 - -3_524    |   L1PA4(h) - L1PA4(h)   |  2724   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
148  | chimpanzee |  36182h - 1477t   |     1_445 - 1_446     |    L1P1(t) - L1P1(h)    |  2725   |  True  | L1P1tou, L1P1hoi | chimpanzee 
149  | chimpanzee |   1046h - 6265t   |      1_24 - 1_25      |   L1PA3(t) - L1PA3(h)   |  2755   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
150  | chimpanzee |   8641h - 29259h  |    -4_399 - -4_397    |   L1PA3(h) - L1PA3(h)   |  2757   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
151  | chimpanzee |  12227h - 17157h  |    -1_435 - 10_126    |   L1PA3(h) - L1PA3(t)   |  2841   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
152  | chimpanzee |   4649h - 28553t  |    -5_129 - -5_128    |    L1Pt(h) - L1Pt(t)    |  2843   |  True  | L1Pthou, L1Pttoi | chimpanzee 
153  | chimpanzee |  20554t - 5667t   |     16_32 - 16_40     |   L1PA4(t) - L1PA3(t)   |  2860   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
154  | chimpanzee |   1657h - 13866h  |     1_410 - 1_417     |   L1PA5(h) - L1PA3(h)   |  2878   |  True  | L1PA5hou, L1PA5toi, L1PA3tou, L1PA3hoi | chimpanzee 
155  | chimpanzee |   3253t - 12954t  |    -5_239 - -5_233    |   L1PA3(h) - L1P1(h)    |  2923   |  True  | L1PA3hou, L1PA3toi, L1P1tou, L1P1hoi | chimpanzee 
156  | chimpanzee |   7547t - 19842h  |    -20_16 - -20_8     |   L1PA5(t) - L1PA3(t)   |  2934   |  True  | L1PA5tou, L1PA5hoi, L1PA3hou, L1PA3toi | chimpanzee 
157  | chimpanzee |    153t - 8000h   |    2A_126 - 2A_138    |   L1PA4(h) - L1PA5(t)   |  2940   |  True  | L1PA4hou, L1PA4toi, L1PA5hou, L1PA5toi | chimpanzee 
158  | chimpanzee |  18094t - 5281h   |     2B_22 - 2B_23     |    L1Pt(h) - L1Pt(t)    |  2942   |  True  | L1Pthou, L1Pttoi | chimpanzee 
159  | chimpanzee |  12958h - 16927t  |     3_399 - 3_401     |    L1P1(t) - L1PA3(t)   |  2946   |  True  | L1P1tou, L1P1hoi, L1PA3hou, L1PA3toi | chimpanzee 
160  | chimpanzee |   7265h - 8024h   |      1_80 - 1_81      |    L1P1(h) - L1P1(t)    |  2967   |  True  | L1P1hou, L1P1toi | chimpanzee 
161  | chimpanzee |  18982h - 8017t   |    -11_37 - -11_35    |   L1PA4(t) - L1PA4(h)   |  2971   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
162  | chimpanzee |   5079h - 4189t   |    -1_154 - -1_153    |   L1PA3(t) - L1PA3(h)   |  3000   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
163  | chimpanzee |   1758h - 8803t   |   -13_107 - -13_103   |   L1PA4(t) - L1PA3(t)   |  3021   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
164  | chimpanzee |  15983h - 4824h   |    -1_418 - -1_417    |    L1Pt(t) - L1Pt(h)    |  3024   |  True  | L1Pttou, L1Pthoi | chimpanzee 
165  | chimpanzee |   9775t - 5461h   |    -20_38 - -20_32    |   L1PA4(h) - L1PA2(h)   |  3040   |  True  | L1PA4hou, L1PA4toi, L1PA2tou, L1PA2hoi | chimpanzee 
166  | chimpanzee |  13238t - 29185h  |    11_276 - 11_282    |   L1PA3(h) - L1PA4(h)   |  3074   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
167  | chimpanzee |   6874t - 12153h  |     4_350 - 4_355     |   L1PA2(h) - L1PA5(t)   |  3094   |  True  | L1PA2hou, L1PA2toi, L1PA5hou, L1PA5toi | chimpanzee 
168  | chimpanzee |  21244t - 4516h   |     -5_19 - -5_16     |   L1PA5(h) - L1PA3(h)   |  3123   |  True  | L1PA5hou, L1PA5toi, L1PA3tou, L1PA3hoi | chimpanzee 
169  | chimpanzee |  12893h - 25607t  |     5_376 - 5_405     |   L1PA3(h) - L1PA4(t)   |  3132   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
170  | chimpanzee |  10812t - 3916h   |    2A_251 - 2A_252    |    L1Pt(h) - L1Pt(t)    |  3138   |  True  | L1Pthou, L1Pttoi | chimpanzee 
171  | chimpanzee |  13731t - 14374h  |    10_151 - 10_152    |    L1P1(t) - L1P1(h)    |  3182   |  True  | L1P1tou, L1P1hoi | chimpanzee 
172  | chimpanzee |   5874t - 14019h  |     5_479 - 5_483     |   L1PA3(t) - L1PA4(h)   |  3205   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
173  | chimpanzee |   6162t - 1244h   |    -5_454 - -5_453    |   L1PA5(h) - L1PA5(t)   |  3210   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
174  | chimpanzee |   2139h - 15441t  |    -5_102 - -5_100    |    L1Pt(h) - L1PA4(h)   |  3259   |  True  | L1Pthou, L1Pttoi, L1PA4tou, L1PA4hoi | chimpanzee 
175  | chimpanzee |  11047h - 5472t   |     20_83 - 20_84     |   L1PA4(t) - L1PA4(h)   |  3276   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
176  | chimpanzee |  14958h - 4737h   |     3_146 - 3_149     |   L1PA3(h) - L1Pt(h)    |  3283   |  True  | L1PA3hou, L1PA3toi, L1Pttou, L1Pthoi | chimpanzee 
177  | chimpanzee |   7560t - 10747h  |   -12_316 - -12_311   |   L1PA5(t) - L1PA4(t)   |  3314   |  True  | L1PA5tou, L1PA5hoi, L1PA4hou, L1PA4toi | chimpanzee 
178  | chimpanzee |  11834h - 18574t  |     15_36 - 15_37     |   L1PA4(h) - L1PA4(t)   |  3327   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
179  | chimpanzee |  40586t - 1439h   |    10_222 - 10_233    |   L1PA3(t) - L1PA4(h)   |  3330   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
180  | chimpanzee |   6543h - 21838t  |    12_240 - 12_242    |   L1PA4(h) - L1Pt(h)    |  3340   |  True  | L1PA4hou, L1PA4toi, L1Pttou, L1Pthoi | chimpanzee 
181  | chimpanzee |   3643t - 669t    |    -4_427 - -4_426    |   L1PA3(h) - L1PA3(t)   |  3362   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
182  | chimpanzee |  20186h - 35832t  |     4_444 - 4_448     |    L1P1(t) - L1P1(h)    |  3363   |  True  | L1P1tou, L1P1hoi | chimpanzee 
183  | chimpanzee |  42506t - 1780h   |    -2B_19 - 4_485     |   L1PA3(t) - L1PA3(t)   |  3450   | False  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
184  | chimpanzee |   2909h - 22235h  |    2A_163 - 20_8      |    L1Pt(h) - L1P1(h)    |  3482   |  True  | L1Pthou, L1Pttoi, L1P1tou, L1P1hoi | chimpanzee 
185  | chimpanzee |  27427h - 8745h   |     -X_26 - -X_24     |    L1P1(h) - L1PA5(t)   |  3483   |  True  | L1P1hou, L1P1toi, L1PA5hou, L1PA5toi | chimpanzee 
186  | chimpanzee |  16499h - 3242h   |    -20_47 - -20_43    |   L1PA2(h) - L1PA3(h)   |  3500   |  True  | L1PA2hou, L1PA2toi, L1PA3tou, L1PA3hoi | chimpanzee 
187  | chimpanzee |   5346h - 16033t  |    -12_93 - -12_89    |   L1PA3(h) - L1PA3(h)   |  3505   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
188  | chimpanzee |  13294h - 11984h  |   -12_285 - -12_284   |   L1PA3(h) - L1PA3(t)   |  3520   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
189  | chimpanzee |    307h - 17180t  |    -4_610 - -4_608    |   L1PA5(t) - L1PA3(h)   |  3581   |  True  | L1PA5tou, L1PA5hoi, L1PA3tou, L1PA3hoi | chimpanzee 
190  | chimpanzee |  11086h - 25260t  |     4_488 - 4_495     |    L1Pt(t) - L1PA2(h)   |  3643   |  True  | L1Pttou, L1Pthoi, L1PA2tou, L1PA2hoi | chimpanzee 
191  | chimpanzee |  12623t - 14240t  |     7_267 - 7_280     |   L1PA4(h) - L1PA3(h)   |  3687   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
192  | chimpanzee |   1549t - 23532h  |     5_372 - -5_434    |   L1PA2(t) - L1P1(h)    |  3691   |  True  | L1PA2tou, L1PA2hoi, L1P1tou, L1P1hoi | chimpanzee 
193  | chimpanzee |  11407t - 10850t  |     11_30 - 11_34     |   L1PA3(h) - L1PA3(h)   |  3698   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
194  | chimpanzee |  30915h - 6742t   |     -1_24 - -1_22     |    L1P1(h) - L1P1(h)    |  3699   |  True  | L1P1hou, L1P1toi, L1P1tou, L1P1hoi | chimpanzee 
195  | chimpanzee |  23306t - 20691h  |    -17_56 - -17_35    |    L1P1(t) - L1PA3(t)   |  3705   |  True  | L1P1tou, L1P1hoi, L1PA3hou, L1PA3toi | chimpanzee 
196  | chimpanzee |  11233h - 24951h  |     2B_60 - 2B_61     |   L1PA3(t) - L1PA3(h)   |  3778   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
197  | chimpanzee |  23698h - 25651h  |    -5_464 - -5_462    |    L1P1(t) - L1PA4(h)   |  3817   |  True  | L1P1tou, L1P1hoi, L1PA4tou, L1PA4hoi | chimpanzee 
198  | chimpanzee |  14387t - 9377t   |   -12_163 - -12_160   |   L1PA3(h) - L1PA4(t)   |  3837   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
199  | chimpanzee |  17441t - 8256h   |     4_632 - 4_633     |    L1Pt(t) - L1Pt(h)    |  3851   |  True  | L1Pttou, L1Pthoi | chimpanzee 
200  | chimpanzee |  37162t - 9196t   |     -8_58 - -8_57     |   L1PA3(h) - L1PA3(t)   |  3867   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
201  | chimpanzee |   2584t - 8302t   |     10_34 - 10_36     |   L1PA5(t) - L1PA3(t)   |  3883   |  True  | L1PA5tou, L1PA5hoi, L1PA3hou, L1PA3toi | chimpanzee 
202  | chimpanzee |  24033t - 1045t   |     7_304 - 7_309     |   L1PA2(h) - L1PA3(h)   |  3896   |  True  | L1PA2hou, L1PA2toi, L1PA3tou, L1PA3hoi | chimpanzee 
203  | chimpanzee |  17771h - 16991t  |    -3_123 - -3_141    |   L1PA5(t) - L1PA3(h)   |  3923   | False  | L1PA5tou, L1PA5hoi, L1PA3tou, L1PA3hoi | chimpanzee 
204  | chimpanzee |  17570t - 3267h   |     7_420 - 7_444     |   L1PA3(h) - L1PA4(h)   |  3930   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
205  | chimpanzee |   1143t - 11866t  |    2A_248 - 2A_249    |   L1PA3(h) - L1PA3(t)   |  3985   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
206  | chimpanzee |   9219h - 32970t  |    10_235 - 10_236    |   L1PA5(h) - L1PA5(t)   |  4021   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
207  | chimpanzee |  12054t - 10294t  |    -5_247 - -5_246    |    L1P1(h) - L1P1(t)    |  4040   |  True  | L1P1hou, L1P1toi | chimpanzee 
208  | chimpanzee |   7961t - 257h    |    -15_65 - -6_98     |    L1Pt(t) - L1PA4(h)   |  4041   |  True  | L1Pttou, L1Pthoi, L1PA4tou, L1PA4hoi | chimpanzee 
209  | chimpanzee |  11720t - 2076t   |    -3_411 - -3_409    |   L1PA4(t) - L1PA3(t)   |  4045   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
210  | chimpanzee |   3401t - 1638t   |    -4_572 - -4_571    |    L1Pt(t) - L1Pt(h)    |  4092   |  True  | L1Pttou, L1Pthoi | chimpanzee 
211  | chimpanzee |  25893h - 27317h  |    2A_212 - 2A_213    |   L1PA2(t) - L1PA2(h)   |  4109   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
212  | chimpanzee |  15720h - 3111h   |    -7_333 - -7_331    |    L1Pt(h) - L1PA2(t)   |  4168   |  True  | L1Pthou, L1Pttoi, L1PA2hou, L1PA2toi | chimpanzee 
213  | chimpanzee |  21188t - 11185t  |    -10_90 - -10_88    |   L1PA4(h) - L1PA3(h)   |  4170   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
214  | chimpanzee |  22746h - 3237h   |    -7_482 - -7_479    |    L1P1(h) - L1PA4(h)   |  4191   |  True  | L1P1hou, L1P1toi, L1PA4tou, L1PA4hoi | chimpanzee 
215  | chimpanzee |  12633t - 11610t  |     9_185 - 9_187     |   L1PA3(h) - L1PA5(h)   |  4232   |  True  | L1PA3hou, L1PA3toi, L1PA5tou, L1PA5hoi | chimpanzee 
216  | chimpanzee |   4774t - 25260h  |    -4_498 - -4_495    |   L1PA4(h) - L1PA3(h)   |  4242   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
217  | chimpanzee |   8635t - 1583h   |    10_233 - 15_117    |   L1PA3(h) - L1PA4(h)   |  4256   | False  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
218  | chimpanzee |   6710h - 8449t   |    12_306 - 12_307    |   L1PA3(h) - L1PA3(t)   |  4290   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
219  | chimpanzee |  19781h - 3537t   |     X_381 - X_384     |   L1PA2(h) - L1PA3(h)   |  4310   |  True  | L1PA2hou, L1PA2toi, L1PA3tou, L1PA3hoi | chimpanzee 
220  | chimpanzee |  30125t - 5412h   |     12_41 - 12_39     |    L1Pt(h) - L1PA2(h)   |  4342   |  True  | L1Pthou, L1Pttoi, L1PA2tou, L1PA2hoi | chimpanzee 
221  | chimpanzee |  19044h - 117h    |     1_313 - -1_333    |   L1PA3(h) - L1Pt(t)    |  4405   |  True  | L1PA3hou, L1PA3toi, L1Pthou, L1Pttoi | chimpanzee 
222  | chimpanzee |   2189h - 36630t  |    2B_261 - 2B_268    |   L1PA2(h) - L1PA4(t)   |  4417   |  True  | L1PA2hou, L1PA2toi, L1PA4hou, L1PA4toi | chimpanzee 
223  | chimpanzee |  18094h - 42506h  |    -2B_22 - -2B_19    |   L1PA3(h) - L1PA3(t)   |  4425   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
224  | chimpanzee |   9072h - 7463h   |    -1_314 - -1_401    |   L1PA3(t) - L1Pt(t)    |  4437   |  True  | L1PA3tou, L1PA3hoi, L1Pthou, L1Pttoi | chimpanzee 
225  | chimpanzee |  17070t - 5789h   |     21_45 - 21_46     |    L1Pt(h) - L1Pt(t)    |  4455   |  True  | L1Pthou, L1Pttoi | chimpanzee 
226  | chimpanzee |  16955t - 24825h  |     3_310 - 3_314     |   L1PA4(h) - L1Pt(h)    |  4498   |  True  | L1PA4hou, L1PA4toi, L1Pttou, L1Pthoi | chimpanzee 
227  | chimpanzee |   5468h - 6711t   |    -21_38 - -21_35    |   L1PA3(t) - L1PA4(h)   |  4615   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
228  | chimpanzee |   4654h - 13015t  |      22_9 - 22_13     |   L1PA5(t) - L1Pt(t)    |  4646   |  True  | L1PA5tou, L1PA5hoi, L1Pthou, L1Pttoi | chimpanzee 
229  | chimpanzee |  40076h - 13554t  |    -4_258 - -4_249    |   L1PA2(h) - L1PA3(t)   |  4655   |  True  | L1PA2hou, L1PA2toi, L1PA3hou, L1PA3toi | chimpanzee 
230  | chimpanzee |   4161h - 29650t  |     -6_66 - -6_65     |   L1PA3(h) - L1PA3(t)   |  4731   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
231  | chimpanzee |  23286t - 14676t  |      9_17 - 9_18      |   L1PA4(h) - L1PA4(t)   |  4736   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
232  | chimpanzee |   2971h - 30928h  |      1_59 - 1_61      |   L1PA3(t) - L1PA3(h)   |  4768   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
233  | chimpanzee |  10659h - 870h    |    -3_175 - -3_171    |   L1PA3(h) - L1P1(t)    |  4799   |  True  | L1PA3hou, L1PA3toi, L1P1hou, L1P1toi | chimpanzee 
234  | chimpanzee |  14543t - 33101t  |    -3_169 - -3_158    |    L1Pt(t) - L1PA3(h)   |  4813   |  True  | L1Pttou, L1Pthoi, L1PA3tou, L1PA3hoi | chimpanzee 
235  | chimpanzee |   8311t - 43901t  |    -4_546 - -4_545    |   L1PA5(h) - L1PA5(t)   |  4815   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
236  | chimpanzee |  25317t - 13290t  |     6_309 - 6_312     |   L1PA5(t) - L1Pt(t)    |  4833   |  True  | L1PA5tou, L1PA5hoi, L1Pthou, L1Pttoi | chimpanzee 
237  | chimpanzee |  17489h - 5265h   |       6_5 - 6_8       |   L1PA4(h) - L1PA3(t)   |  4844   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
238  | chimpanzee |  13488t - 7616h   |     1_389 - 1_390     |    L1P1(h) - L1P1(t)    |  4856   |  True  | L1P1hou, L1P1toi | chimpanzee 
239  | chimpanzee |  11615t - 34494h  |    -8_356 - -8_353    |   L1PA4(h) - L1P1(t)    |  4865   |  True  | L1PA4hou, L1PA4toi, L1P1hou, L1P1toi | chimpanzee 
240  | chimpanzee |   3056h - 18642t  |    -3_421 - -3_420    |   L1PA2(t) - L1PA2(h)   |  4876   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
241  | chimpanzee |  16966h - 26658h  |    -13_22 - -13_17    |   L1PA4(t) - L1PA3(t)   |  4891   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
242  | chimpanzee |   9580t - 3845t   |    -6_299 - -6_298    |   L1PA2(t) - L1PA2(h)   |  4912   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
243  | chimpanzee |   6366h - 10845h  |     1_435 - 1_437     |   L1PA4(h) - L1PA3(h)   |  4978   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
244  | chimpanzee |  26666t - 21974h  |    -3_467 - -3_463    |   L1PA4(h) - L1PA4(h)   |  5061   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
245  | chimpanzee |  11503t - 15548h  |    -15_44 - -15_41    |   L1PA3(h) - L1P1(t)    |  5067   |  True  | L1PA3hou, L1PA3toi, L1P1hou, L1P1toi | chimpanzee 
246  | chimpanzee |   7648t - 22181h  |    2B_268 - -11_189   |    L1P1(t) - L1PA3(h)   |  5109   | False  | L1P1tou, L1P1hoi, L1PA3tou, L1PA3hoi | chimpanzee 
247  | chimpanzee |  14357t - 29779t  |     -14_9 - -14_8     |   L1PA5(h) - L1PA5(t)   |  5227   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
248  | chimpanzee |   8599h - 9078t   |    11_107 - 11_135    |   L1PA3(h) - L1PA3(t)   |  5231   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
249  | chimpanzee |   4879t - 26718t  |    -11_97 - -11_93    |   L1PA4(t) - L1PA3(t)   |  5235   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
250  | chimpanzee |   6306t - 25522t  |     3_379 - 3_389     |   L1PA5(t) - L1PA2(t)   |  5280   |  True  | L1PA5tou, L1PA5hoi, L1PA2hou, L1PA2toi | chimpanzee 
251  | chimpanzee |   9424h - 22209t  |     4_232 - 4_233     |   L1PA5(h) - L1PA5(t)   |  5290   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
252  | chimpanzee |   9875t - 23840h  |    -19_33 - -19_31    |   L1PA3(h) - L1PA3(h)   |  5325   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
253  | chimpanzee |  24423h - 277h    |    -7_413 - -7_411    |   L1PA5(t) - L1PA4(t)   |  5339   |  True  | L1PA5tou, L1PA5hoi, L1PA4hou, L1PA4toi | chimpanzee 
254  | chimpanzee |   3438t - 26113t  |    -12_83 - -12_82    |   L1PA3(h) - L1PA3(t)   |  5464   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
255  | chimpanzee |  30668t - 34556t  |      7_38 - 7_39      |   L1PA3(h) - L1PA3(t)   |  5470   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
256  | chimpanzee |  24140t - 831t    |    -21_31 - -21_30    |   L1PA4(h) - L1PA4(t)   |  5482   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
257  | chimpanzee |  11662h - 15878t  |     2A_62 - 2A_76     |   L1PA3(t) - L1PA4(h)   |  5488   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
258  | chimpanzee |   5987t - 15608h  |     4_523 - 4_528     |   L1PA3(h) - L1PA3(h)   |  5517   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
259  | chimpanzee |  20095t - 34878t  |     11_76 - 11_77     |    L1Pt(t) - L1Pt(h)    |  5551   |  True  | L1Pttou, L1Pthoi | chimpanzee 
260  | chimpanzee |  22130t - 6779t   |    -17_35 - -17_32    |   L1PA3(h) - L1PA3(t)   |  5554   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
261  | chimpanzee |   6163h - 10216h  |     5_467 - 5_478     |    L1P1(t) - L1Pt(t)    |  5561   |  True  | L1P1tou, L1P1hoi, L1Pthou, L1Pttoi | chimpanzee 
262  | chimpanzee |  30134t - 24559h  |    11_177 - 11_181    |   L1PA3(t) - L1PA4(h)   |  5596   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
263  | chimpanzee |   6576h - 8396h   |    11_101 - 11_103    |   L1PA2(h) - L1P1(t)    |  5606   |  True  | L1PA2hou, L1PA2toi, L1P1hou, L1P1toi | chimpanzee 
264  | chimpanzee |  10133h - 1885t   |    -14_97 - -14_61    |    L1Pt(t) - L1PA4(h)   |  5638   |  True  | L1Pttou, L1Pthoi, L1PA4tou, L1PA4hoi | chimpanzee 
265  | chimpanzee |  12127h - 2630t   |   -15_100 - -15_99    |   L1PA3(h) - L1PA3(t)   |  5696   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
266  | chimpanzee |  16170h - 494h    |    2A_159 - 2A_162    |   L1PA4(h) - L1PA3(h)   |  5740   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
267  | chimpanzee |  14203h - 68h     |     -22_7 - -22_6     |   L1PA4(h) - L1PA4(t)   |  5761   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
268  | chimpanzee |   5640h - 13625h  |     1_135 - 1_137     |   L1PA4(t) - L1PA3(h)   |  5790   |  True  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
269  | chimpanzee |  15105t - 24657h  |    12_172 - 12_173    |   L1PA4(t) - L1PA4(h)   |  5834   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
270  | chimpanzee |  20339h - 32913t  |    -3_495 - -3_493    |   L1PA2(t) - L1PA3(t)   |  5844   |  True  | L1PA2tou, L1PA2hoi, L1PA3hou, L1PA3toi | chimpanzee 
271  | chimpanzee |  15896t - 34470h  |   -12_185 - -12_182   |    L1Pt(h) - L1PA3(h)   |  5858   |  True  | L1Pthou, L1Pttoi, L1PA3tou, L1PA3hoi | chimpanzee 
272  | chimpanzee |  18800t - 13630h  |     -2A_4 - -2A_10    |   L1PA3(h) - L1Pt(t)    |  5869   |  True  | L1PA3hou, L1PA3toi, L1Pthou, L1Pttoi | chimpanzee 
273  | chimpanzee |  15292t - 9421h   |    14_162 - 14_163    |   L1PA2(t) - L1PA2(h)   |  5875   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
274  | chimpanzee |  36814t - 17629t  |     1_428 - 1_429     |    L1P1(h) - L1P1(t)    |  5924   |  True  | L1P1hou, L1P1toi | chimpanzee 
275  | chimpanzee |   7903h - 17652t  |     13_47 - 13_48     |   L1PA3(t) - L1PA3(h)   |  5930   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
276  | chimpanzee |  14609t - 3966t   |     6_350 - 6_353     |   L1PA4(h) - L1PA3(h)   |  5939   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
277  | chimpanzee |   7331h - 16398t  |     7_353 - 7_354     |   L1PA4(t) - L1PA4(h)   |  5954   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
278  | chimpanzee |  10224t - 11291t  |     17_58 - 17_61     |   L1PA3(t) - L1PA4(h)   |  6144   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
279  | chimpanzee |   5492h - 22934t  |   -10_195 - -10_194   |   L1PA3(t) - L1PA3(h)   |  6208   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
280  | chimpanzee |  25845t - 5758t   |     6_344 - 6_349     |    L1P1(h) - L1PA4(t)   |  6309   |  True  | L1P1hou, L1P1toi, L1PA4hou, L1PA4toi | chimpanzee 
281  | chimpanzee |   5187t - 4781t   |     11_92 - 11_93     |   L1PA3(t) - L1PA3(h)   |  6315   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
282  | chimpanzee |  14404h - 21572t  |     1_426 - 1_428     |   L1PA3(t) - L1PA3(t)   |  6323   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
283  | chimpanzee |  10856t - 486h    |      20_4 - 20_5      |   L1PA4(h) - L1PA4(t)   |  6331   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
284  | chimpanzee |   2070h - 46714t  |      6_55 - 6_56      |    L1Pt(h) - L1Pt(t)    |  6354   |  True  | L1Pthou, L1Pttoi | chimpanzee 
285  | chimpanzee |   4127h - 6461t   |     5_315 - 5_327     |   L1PA2(h) - L1PA2(h)   |  6356   |  True  | L1PA2hou, L1PA2toi, L1PA2tou, L1PA2hoi | chimpanzee 
286  | chimpanzee |   1701h - 22709h  |       6_3 - 6_4       |   L1PA3(h) - L1PA3(t)   |  6383   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
287  | chimpanzee |  21695t - 9545t   |    -9_183 - -5_460    |    L1Pt(t) - L1PA3(t)   |  6386   |  True  | L1Pttou, L1Pthoi, L1PA3hou, L1PA3toi | chimpanzee 
