 id  |   genome   |      v1 - v2      | fragment1 - fragment2 |    repeat1 - repeat2    |  cc_id  | s_edge | repeat_guidance | MC 
 27  | chimpanzee |  11061h - 16490t  |     7_319 - 7_323     |   L1PA3(h) - L1PA3(h)   |   482   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 28  | chimpanzee |  16745h - 31932h  |     7_299 - 7_304     |   L1PA3(t) - L1Pt(t)    |   484   |  True  | L1PA3tou, L1PA3hoi, L1Pthou, L1Pttoi | chimpanzee 
 29  | chimpanzee |   7277t - 6961h   |     8_214 - 8_215     |   L1PA2(t) - L1PA2(h)   |   493   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
 30  | chimpanzee |   2090h - 11896t  |     6_411 - 6_412     |   L1PA3(t) - L1PA3(h)   |   495   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 31  | chimpanzee |  17720t - 24825t  |    -3_316 - -3_314    |    L1Pt(h) - L1Pt(t)    |   496   |  True  | L1Pthou, L1Pttoi | chimpanzee 
 32  | chimpanzee |  36671t - 21063h  |     9_248 - 9_252     |   L1PA4(h) - L1PA3(t)   |   500   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
 33  | chimpanzee |   8120t - 818h    |    -3_186 - -3_185    |   L1PA4(h) - L1PA4(t)   |   505   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
 34  | chimpanzee |  25607h - 7140t   |     5_405 - 5_416     |    L1P1(t) - L1PA2(t)   |   556   |  True  | L1P1tou, L1P1hoi, L1PA2hou, L1PA2toi | chimpanzee 
 35  | chimpanzee |   1084h - 10745h  |      X_29 - X_30      |   L1PA4(t) - L1PA4(h)   |   570   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
 36  | chimpanzee |  21395h - 21535h  |     9_237 - -9_217    |    L1P1(t) - L1PA2(t)   |   573   | False  | L1P1tou, L1P1hoi, L1PA2hou, L1PA2toi | chimpanzee 
 37  | chimpanzee |  37203h - 9058t   |    -7_215 - -7_214    |   L1PA4(t) - L1PA4(h)   |   579   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
 38  | chimpanzee |  25889h - 11301t  |     1_199 - -1_226    |   L1PA5(t) - L1PA4(t)   |   594   |  True  | L1PA5tou, L1PA5hoi, L1PA4hou, L1PA4toi | chimpanzee 
 39  | chimpanzee |   4867h - 12411h  |     -6_62 - -6_60     |   L1PA4(t) - L1PA4(t)   |   636   |  True  | L1PA4tou, L1PA4hoi, L1PA4hou, L1PA4toi | chimpanzee 
 40  | chimpanzee |   3480h - 13118h  |    -15_57 - -15_46    |   L1PA2(t) - L1PA2(h)   |   675   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
 41  | chimpanzee |  16868t - 11339t  |    14_168 - 14_169    |   L1PA2(h) - L1PA2(t)   |   682   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 42  | chimpanzee |   4663h - 9994h   |    -8_281 - -8_273    |   L1PA2(h) - L1PA2(t)   |   683   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
 43  | chimpanzee |  14884t - 13159h  |    -X_196 - X_100     |   L1PA3(t) - L1PA4(h)   |   696   | False  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 44  | chimpanzee |  19130h - 13456t  |   -14_141 - -14_139   |   L1PA4(t) - L1PA3(t)   |   720   |  True  | L1PA4tou, L1PA4hoi, L1PA3hou, L1PA3toi | chimpanzee 
 45  | chimpanzee |  28220h - 5787h   |   -13_165 - -13_164   |   L1PA5(t) - L1PA5(h)   |   734   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
 46  | chimpanzee |  30565h - 13045h  |     8_272 - 8_273     |   L1PA3(t) - L1PA3(h)   |   764   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 47  | chimpanzee |   3997t - 17726h  |    -5_494 - -5_488    |    L1P1(h) - L1Pt(t)    |   801   |  True  | L1P1hou, L1P1toi, L1Pthou, L1Pttoi | chimpanzee 
 48  | chimpanzee |   5207h - 11444h  |      8_89 - 8_90      |    L1Pt(h) - L1Pt(t)    |   803   |  True  | L1Pthou, L1Pttoi | chimpanzee 
 49  | chimpanzee |   5964h - 23769t  |    18_119 - 18_120    |    L1P1(h) - L1P1(t)    |   804   |  True  | L1P1hou, L1P1toi | chimpanzee 
 50  | chimpanzee |  38880t - 26658t  |     13_15 - 13_17     |   L1PA5(t) - L1PA3(t)   |   824   |  True  | L1PA5tou, L1PA5hoi, L1PA3hou, L1PA3toi | chimpanzee 
 51  | chimpanzee |   2534h - 7525h   |   -12_140 - -12_138   |   L1PA3(t) - L1PA3(t)   |   830   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
 52  | chimpanzee |  30817t - 23739t  |     6_130 - 6_132     |   L1PA5(h) - L1PA4(h)   |   834   |  True  | L1PA5hou, L1PA5toi, L1PA4tou, L1PA4hoi | chimpanzee 
 53  | chimpanzee |  14376h - 13012t  |    -8_210 - -8_207    |   L1PA4(h) - L1PA3(t)   |   838   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
 54  | chimpanzee |  20228t - 26189t  |    2B_236 - 2B_237    |    L1Pt(t) - L1Pt(h)    |   841   |  True  | L1Pttou, L1Pthoi | chimpanzee 
 55  | chimpanzee |  10894t - 17925t  |    -X_360 - -X_358    |   L1PA5(h) - L1PA3(t)   |   850   |  True  | L1PA5hou, L1PA5toi, L1PA3hou, L1PA3toi | chimpanzee 
 56  | chimpanzee |  10573t - 5554h   |     -12_5 - -12_3     |    L1Pt(h) - L1Pt(h)    |   855   |  True  | L1Pthou, L1Pttoi, L1Pttou, L1Pthoi | chimpanzee 
 57  | chimpanzee |  23959h - 22406h  |   -13_181 - -13_173   |    L1Pt(h) - L1Pt(h)    |   865   |  True  | L1Pthou, L1Pttoi, L1Pttou, L1Pthoi | chimpanzee 
 58  | chimpanzee |  36498h - 31458h  |      7_65 - 7_71      |   L1PA4(h) - L1PA3(t)   |   876   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
 59  | chimpanzee |  20867t - 8638t   |     1_319 - 1_320     |   L1PA3(t) - L1PA3(h)   |   893   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 60  | chimpanzee |  12889h - 23779t  |     5_239 - 5_242     |    L1P1(t) - L1PA2(t)   |   902   |  True  | L1P1tou, L1P1hoi, L1PA2hou, L1PA2toi | chimpanzee 
 61  | chimpanzee |  11779t - 18805t  |    -6_308 - -6_307    |   L1PA5(h) - L1PA5(t)   |   943   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
 62  | chimpanzee |  43914h - 16893h  |     8_107 - 8_122     |   L1PA4(h) - L1PA4(h)   |   961   |  True  | L1PA4hou, L1PA4toi, L1PA4tou, L1PA4hoi | chimpanzee 
 63  | chimpanzee |   4359h - 11828h  |     1_419 - 1_422     |   L1PA3(h) - L1PA4(t)   |   962   |  True  | L1PA3hou, L1PA3toi, L1PA4hou, L1PA4toi | chimpanzee 
 64  | chimpanzee |   2715h - 7140h   |    -5_424 - -5_416    |   L1PA4(t) - L1PA3(h)   |   977   |  True  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
 65  | chimpanzee |   6306h - 24978t  |    -3_379 - -3_377    |   L1PA3(t) - L1PA3(h)   |   978   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 66  | chimpanzee |   8260t - 19930h  |   -10_133 - -10_130   |   L1PA3(h) - L1PA5(h)   |   985   |  True  | L1PA3hou, L1PA3toi, L1PA5tou, L1PA5hoi | chimpanzee 
 67  | chimpanzee |   1946h - 6259t   |    -3_402 - -3_401    |   L1PA3(h) - L1PA3(t)   |  1006   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 68  | chimpanzee |  12628h - 18300t  |    -4_291 - -4_290    |   L1PA3(h) - L1PA3(t)   |  1043   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 69  | chimpanzee |  12395h - 16041t  |     14_52 - 14_61     |   L1PA3(t) - L1PA4(h)   |  1063   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
 70  | chimpanzee |   3242t - 10617h  |    -20_43 - -20_40    |   L1PA4(h) - L1PA3(h)   |  1086   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
 71  | chimpanzee |   6142t - 2909t   |    2A_162 - 2A_163    |   L1PA5(t) - L1PA5(h)   |  1097   |  True  | L1PA5tou, L1PA5hoi | chimpanzee 
 72  | chimpanzee |   9871h - 5153h   |    -5_148 - -5_146    |    L1Pt(t) - L1PA3(h)   |  1099   |  True  | L1Pttou, L1Pthoi, L1PA3tou, L1PA3hoi | chimpanzee 
 73  | chimpanzee |   3462h - 19404h  |     6_330 - 6_331     |   L1PA3(t) - L1PA3(h)   |  1137   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 74  | chimpanzee |  16399h - 11834t  |     15_35 - 15_36     |   L1PA3(t) - L1PA3(h)   |  1167   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 75  | chimpanzee |   8062t - 3026t   |     8_381 - 8_382     |    L1Pt(h) - L1Pt(t)    |  1168   |  True  | L1Pthou, L1Pttoi | chimpanzee 
 76  | chimpanzee |   8000t - 13177h  |    2A_138 - 2A_144    |    L1Pt(h) - L1PA3(h)   |  1178   |  True  | L1Pthou, L1Pttoi, L1PA3tou, L1PA3hoi | chimpanzee 
 77  | chimpanzee |  12225h - 11973t  |    -9_194 - -9_190    |   L1PA4(t) - L1PA2(t)   |  1190   |  True  | L1PA4tou, L1PA4hoi, L1PA2hou, L1PA2toi | chimpanzee 
 78  | chimpanzee |  18279h - 3546t   |    10_186 - 4_318     |   L1PA3(t) - L1P1(h)    |  1209   | False  | L1PA3tou, L1PA3hoi, L1P1tou, L1P1hoi | chimpanzee 
 79  | chimpanzee |   3940h - 29872h  |    11_181 - 11_186    |    L1P1(t) - L1PA3(h)   |  1224   |  True  | L1P1tou, L1P1hoi, L1PA3tou, L1PA3hoi | chimpanzee 
 80  | chimpanzee |  10560t - 18556h  |     5_247 - 5_248     |   L1PA4(t) - L1PA4(h)   |  1269   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
 81  | chimpanzee |  16865t - 310h    |     -20_4 - -20_3     |   L1PA5(h) - L1PA5(t)   |  1299   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
 82  | chimpanzee |  10147h - 27197h  |    -9_201 - -9_208    |    L1Pt(t) - L1P1(h)    |  1311   |  True  | L1Pttou, L1Pthoi, L1P1tou, L1P1hoi | chimpanzee 
 83  | chimpanzee |  14609h - 5758h   |    -6_350 - -6_349    |    L1Pt(t) - L1Pt(h)    |  1312   |  True  | L1Pttou, L1Pthoi | chimpanzee 
 84  | chimpanzee |  13803t - 16892h  |       4_2 - 4_7       |   L1PA3(h) - L1PA3(h)   |  1389   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
 85  | chimpanzee |   3687t - 20235t  |    -X_190 - -X_172    |   L1PA3(t) - L1PA3(t)   |  1423   |  True  | L1PA3tou, L1PA3hoi, L1PA3hou, L1PA3toi | chimpanzee 
 86  | chimpanzee |    509h - 18355t  |      7_91 - 7_94      |   L1PA3(t) - L1PA3(h)   |  1467   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
 87  | chimpanzee |  18424h - 1431h   |    -1_371 - -1_353    |    L1Pt(h) - L1PA4(h)   |  1472   |  True  | L1Pthou, L1Pttoi, L1PA4tou, L1PA4hoi | chimpanzee 
 88  | chimpanzee |   6812h - 16703t  |   -2B_345 - -2B_344   |   L1PA3(h) - L1PA3(t)   |  1512   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 89  | chimpanzee |  11725t - 12728t  |    -6_215 - -6_212    |   L1PA2(t) - L1PA3(t)   |  1523   |  True  | L1PA2tou, L1PA2hoi, L1PA3hou, L1PA3toi | chimpanzee 
 90  | chimpanzee |  20651t - 6046h   |    -21_39 - -21_38    |   L1PA3(h) - L1PA3(t)   |  1536   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
 91  | chimpanzee |  27783h - 2557t   |     16_11 - 16_13     |   L1PA4(h) - L1Pt(t)    |  1537   |  True  | L1PA4hou, L1PA4toi, L1Pthou, L1Pttoi | chimpanzee 
 92  | chimpanzee |  13977h - 4868h   |   -11_174 - -11_172   |   L1PA2(t) - L1PA2(h)   |  1552   |  True  | L1PA2tou, L1PA2hoi | chimpanzee 
 93  | chimpanzee |   5824h - 21053t  |     -7_80 - -7_71     |   L1PA3(t) - L1PA4(t)   |  1601   |  True  | L1PA3tou, L1PA3hoi, L1PA4hou, L1PA4toi | chimpanzee 
 94  | chimpanzee |  13831h - 19276h  |     7_119 - 7_121     |    L1P1(t) - L1Pt(h)    |  1640   |  True  | L1P1tou, L1P1hoi, L1Pttou, L1Pthoi | chimpanzee 
 95  | chimpanzee |  30059h - 32635t  |    -12_70 - -12_44    |   L1PA3(h) - L1PA2(t)   |  1647   |  True  | L1PA3hou, L1PA3toi, L1PA2hou, L1PA2toi | chimpanzee 
 96  | chimpanzee |   1737t - 3111t   |     7_328 - 7_331     |    L1Pt(h) - L1PA3(h)   |  1662   |  True  | L1Pthou, L1Pttoi, L1PA3tou, L1PA3hoi | chimpanzee 
 97  | chimpanzee |   1146t - 13630t  |      2A_9 - 2A_10     |    L1P1(t) - L1P1(h)    |  1673   |  True  | L1P1tou, L1P1hoi | chimpanzee 
 98  | chimpanzee |    820h - 11720h  |    -3_414 - -3_411    |   L1PA3(t) - L1PA4(t)   |  1675   |  True  | L1PA3tou, L1PA3hoi, L1PA4hou, L1PA4toi | chimpanzee 
 99  | chimpanzee |  15201t - 8701t   |   -14_137 - -14_136   |    L1P1(t) - L1P1(h)    |  1712   |  True  | L1P1tou, L1P1hoi | chimpanzee 
100  | chimpanzee |  16565h - 21695h  |    -9_184 - -9_183    |    L1Pt(h) - L1Pt(t)    |  1717   |  True  | L1Pthou, L1Pttoi | chimpanzee 
101  | chimpanzee |  40411h - 8571h   |    2B_178 - 2B_179    |   L1PA3(t) - L1PA3(h)   |  1730   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
102  | chimpanzee |   1756h - 18642h  |     3_419 - 3_420     |   L1PA3(t) - L1PA3(h)   |  1751   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
103  | chimpanzee |  14762t - 19171t  |     10_27 - 10_28     |   L1PA4(t) - L1PA4(h)   |  1775   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
104  | chimpanzee |  16908t - 128h    |     17_62 - 17_63     |    L1P1(t) - L1P1(h)    |  1803   |  True  | L1P1tou, L1P1hoi | chimpanzee 
105  | chimpanzee |   3555h - 17597t  |    -7_136 - -7_135    |   L1PA4(h) - L1PA4(t)   |  1805   | False  | L1PA4hou, L1PA4toi | chimpanzee 
106  | chimpanzee |  31657t - 9761t   |      8_60 - 8_68      |   L1PA3(h) - L1PA3(t)   |  1823   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
107  | chimpanzee |   1737h - 19896h  |    -7_328 - -7_326    |    L1Pt(h) - L1PA2(t)   |  1838   |  True  | L1Pthou, L1Pttoi, L1PA2hou, L1PA2toi | chimpanzee 
108  | chimpanzee |  36826t - 36805t  |     3_189 - 3_195     |   L1PA4(t) - L1PA4(h)   |  1874   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
109  | chimpanzee |  13098t - 6127h   |    -4_290 - -4_288    |   L1PA3(h) - L1PA2(t)   |  1897   |  True  | L1PA3hou, L1PA3toi, L1PA2hou, L1PA2toi | chimpanzee 
110  | chimpanzee |  18059h - 26087t  |     4_546 - 4_550     |    L1Pt(h) - L1PA4(h)   |  1910   |  True  | L1Pthou, L1Pttoi, L1PA4tou, L1PA4hoi | chimpanzee 
111  | chimpanzee |  10979t - 17037h  |     6_260 - 6_270     |   L1PA3(h) - L1PA3(h)   |  1932   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
112  | chimpanzee |  16222h - 26087h  |    -4_553 - -4_550    |   L1PA4(t) - L1PA3(h)   |  2005   |  True  | L1PA4tou, L1PA4hoi, L1PA3tou, L1PA3hoi | chimpanzee 
113  | chimpanzee |  23768h - 14488h  |    -8_156 - -8_154    |    L1Pt(t) - L1Pt(h)    |  2015   |  True  | L1Pttou, L1Pthoi | chimpanzee 
114  | chimpanzee |  39005t - 2420h   |      4_85 - 4_86      |   L1PA4(t) - L1PA4(h)   |  2016   |  True  | L1PA4tou, L1PA4hoi | chimpanzee 
115  | chimpanzee |  28674t - 9732h   |    -18_24 - -18_18    |   L1PA3(h) - L1PA4(h)   |  2056   |  True  | L1PA3hou, L1PA3toi, L1PA4tou, L1PA4hoi | chimpanzee 
116  | chimpanzee |  14620t - 13012h  |     8_204 - 8_207     |    L1P1(t) - L1PA4(t)   |  2112   |  True  | L1P1tou, L1P1hoi, L1PA4hou, L1PA4toi | chimpanzee 
117  | chimpanzee |  14376t - 7277h   |     8_210 - 8_214     |   L1PA5(t) - L1PA3(h)   |  2128   |  True  | L1PA5tou, L1PA5hoi, L1PA3tou, L1PA3hoi | chimpanzee 
118  | chimpanzee |  14711t - 4056t   |   -10_286 - -10_285   |   L1PA3(t) - L1PA3(h)   |  2155   |  True  | L1PA3tou, L1PA3hoi | chimpanzee 
119  | chimpanzee |  11058t - 13923t  |    -2A_53 - -2A_52    |   L1PA5(h) - L1PA5(t)   |  2164   |  True  | L1PA5hou, L1PA5toi | chimpanzee 
120  | chimpanzee |  12609t - 24760h  |     8_262 - 8_263     |    L1P1(h) - L1P1(t)    |  2174   |  True  | L1P1hou, L1P1toi | chimpanzee 
121  | chimpanzee |   8480t - 24289t  |     11_42 - 11_44     |   L1PA3(t) - L1P1(h)    |  2186   |  True  | L1PA3tou, L1PA3hoi, L1P1tou, L1P1hoi | chimpanzee 
122  | chimpanzee |   6233t - 15441h  |      5_95 - 5_100     |   L1PA3(t) - L1PA2(h)   |  2221   |  True  | L1PA3tou, L1PA3hoi, L1PA2tou, L1PA2hoi | chimpanzee 
123  | chimpanzee |  28582t - 16775h  |     18_17 - 18_18     |   L1PA3(h) - L1PA3(t)   |  2227   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
124  | chimpanzee |  39117t - 3474t   |    12_297 - 12_299    |   L1PA4(h) - L1PA3(t)   |  2235   |  True  | L1PA4hou, L1PA4toi, L1PA3hou, L1PA3toi | chimpanzee 
125  | chimpanzee |  24571h - 23589h  |     15_44 - 15_46     |   L1PA3(h) - L1PA3(h)   |  2243   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
126  | chimpanzee |  30668h - 17837t  |     -7_38 - -7_35     |   L1PA2(h) - L1PA2(t)   |  2247   |  True  | L1PA2hou, L1PA2toi | chimpanzee 
127  | chimpanzee |  29645h - 21662h  |     5_121 - 5_123     |   L1PA3(h) - L1PA3(h)   |  2262   |  True  | L1PA3hou, L1PA3toi, L1PA3tou, L1PA3hoi | chimpanzee 
128  | chimpanzee |  40428h - 25609h  |     20_69 - 20_70     |    L1Pt(t) - L1Pt(h)    |  2288   | False  | L1Pttou, L1Pthoi | chimpanzee 
129  | chimpanzee |   1493t - 2974t   |      1_93 - 1_100     |   L1PA3(t) - L1PA4(h)   |  2329   |  True  | L1PA3tou, L1PA3hoi, L1PA4tou, L1PA4hoi | chimpanzee 
130  | chimpanzee |   3321t - 306h    |     4_102 - 4_104     |   L1PA3(t) - L1Pt(t)    |  2340   |  True  | L1PA3tou, L1PA3hoi, L1Pthou, L1Pttoi | chimpanzee 
131  | chimpanzee |  19343t - 14458h  |     2B_86 - 2B_91     |   L1PA3(h) - L1PA3(t)   |  2363   |  True  | L1PA3hou, L1PA3toi | chimpanzee 
132  | chimpanzee |  15720t - 9373h   |     7_333 - 7_337     |   L1PA2(t) - L1PA3(h)   |  2419   |  True  | L1PA2tou, L1PA2hoi, L1PA3tou, L1PA3hoi | chimpanzee 
133  | chimpanzee |    610h - 7442h   |   -12_166 - -12_165   |   L1PA4(h) - L1PA4(t)   |  2436   |  True  | L1PA4hou, L1PA4toi | chimpanzee 
134  | chimpanzee |   6346h - 53106t  |    -X_271 - -X_268    |    L1P1(t) - L1Pt(h)    |  2473   |  True  | L1P1tou, L1P1hoi, L1Pttou, L1Pthoi | chimpanzee 
135  | chimpanzee |  11283h - 9001h   |     7_505 - 7_507     |   L1PA4(h) - L1PA3(h)   |  2475   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
136  | chimpanzee |    644h - 16065t  |    -6_206 - -6_180    |    L1Pt(h) - L1PA2(t)   |  2485   |  True  | L1Pthou, L1Pttoi, L1PA2hou, L1PA2toi | chimpanzee 
137  | chimpanzee |   8107h - 4011t   |     20_52 - 20_68     |   L1PA4(h) - L1PA3(h)   |  2551   |  True  | L1PA4hou, L1PA4toi, L1PA3tou, L1PA3hoi | chimpanzee 
138  | chimpanzee |  10772h - 26562h  |    -3_448 - -3_446    |   L1PA2(t) - L1PA2(t)   |  2569   |  True  | L1PA2tou, L1PA2hoi, L1PA2hou, L1PA2toi | chimpanzee 
139  | chimpanzee |  11349h - 8788h   |    -5_360 - -5_355    |    L1Pt(t) - L1PA4(h)   |  2601   |  True  | L1Pttou, L1Pthoi, L1PA4tou, L1PA4hoi | chimpanzee 
140  | chimpanzee |  18982t - 8480h   |     11_37 - 11_42     |   L1PA2(t) - L1PA4(t)   |  2648   |  True  | L1PA2tou, L1PA2hoi, L1PA4hou, L1PA4toi | chimpanzee 
141  | chimpanzee |   6205t - 29922t  |     16_31 - 1_19      |    L1P1(h) - L1PA3(h)   |  2653   | False  | L1P1hou, L1P1toi, L1PA3tou, L1PA3hoi | chimpanzee 
142  | chimpanzee |  24222h - 2929h   |    -16_18 - -16_15    |   L1PA2(h) - L1PA5(h)   |  2660   |  True  | L1PA2hou, L1PA2toi, L1PA5tou, L1PA5hoi | chimpanzee 
143  | chimpanzee |  21231h - 8810h   |    -9_216 - -9_215    |    L1Pt(t) - L1Pt(h)    |  2663   |  True  | L1Pttou, L1Pthoi | chimpanzee 
